Name,Age,#days,Lev,Date,Tm, ,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Jose Barrero,25,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676480
Josh Bell,30,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,605137
Cody Bellinger,27,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,641355
Brandon Belt,35,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,474832
Andrew Benintendi,28,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0.4,0.4,0.4,0.8,643217
Mookie Betts,30,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,605141
Bo Bichette,25,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,666182
Cavan Biggio,28,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.5,0.0,0.5,624415
Charlie Blackmon,36,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.333,0.5,0.667,1.167,453568
Xander Bogaerts,30,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,5,3,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0.333,0.6,1.333,1.933,593428
Alec Bohm,26,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.25,0.0,0.25,664761
Alex Bregman,29,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608324
Mike Brosseau,29,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.25,670712
Seth Brown,30,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,664913
Kris Bryant,31,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,592178
Alec Burleson,24,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676475
Byron Buxton,29,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.75,1.25,621439
Miguel Cabrera,40,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.333,0.5,0.333,0.833,408234
Oswaldo Cabrera,24,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,665828
Luis Campusano,24,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,4,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.333,0.25,0.333,0.583,669134
Jeimer Candelario,29,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600869
Mark Canha,34,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,4,3,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0.75,0.8,1.75,2.55,592192
Conner Capel,26,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,668843
Dylan Carlson,24,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,666185
Kerry Carpenter,25,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,4,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,1.0,1.5,681481
Matt Carpenter,37,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,4,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0.667,0.75,1.0,1.75,572761
Corbin Carroll,22,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,682998
Curt Casali,34,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592200
Triston Casas,23,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,671213
Nick Castellanos,31,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,4,4,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0.5,0.5,1.0,1.5,592206
Rodolfo Castro,24,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666801
Jake Cave,30,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.25,0.0,0.25,595909
Yu Chang,27,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,644374
Matt Chapman,30,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,656305
Jazz Chisholm Jr.,25,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.667,1.167,665862
Ji Man Choi,32,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596847
Oscar Col\xc3\xa1s,24,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,693049
Michael Conforto,30,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624424
William Contreras,25,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,4,4,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,661388
Garrett Cooper,32,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,5,5,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0.2,0.2,0.2,0.4,643265
Carlos Correa,28,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,621043
Brandon Crawford,36,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,5,2,3,1,0,1,3,0,0,1,0,0,0,0,1,0,0.6,0.6,1.4,2.0,543063
J.P. Crawford,28,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,641487
C.J. Cron,33,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,4,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2.0,543068
Jake Cronenworth,29,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,5,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.4,0.25,0.65,630105
Oneil Cruz,24,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,665833
Travis d\'Arnaud,34,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,518595
David Dahl,29,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621311
Yonathan Daza,29,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602074
Bryan De La Cruz,26,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,650559
Rafael Devers,26,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,5,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.8,1.4,646240
Aledmys D\xc3\xadaz,32,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,649557
Elias D\xc3\xadaz,32,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,553869
Yainer Diaz,24,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.5,0.0,0.5,673237
Yandy D\xc3\xadaz,31,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,3,3,1,0,1,3,1,0,1,0,0,0,0,0,0,0.75,0.8,1.75,2.55,650490
Corey Dickerson,34,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.333,0.0,0.333,572816
Josh Donaldson,37,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0.25,0.25,1.0,1.25,518626
Brendan Donovan,26,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,680977
Hunter Dozier,31,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641531
Ezequiel Duran,24,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677649
Adam Duvall,34,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,5,5,3,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0.8,0.8,2.6,3.4,594807
Nate Eaton,26,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,681987
Tommy Edman,28,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,669242
Eduardo Escobar,34,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500871
Thairo Estrada,27,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,642731
Stuart Fairchild,27,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,656413
Kyle Farmer,32,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,571657
David Fletcher,29,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,664058
Nick Fortes,26,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,4,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0.5,0.5,1.25,1.75,663743
Jake Fraley,28,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,2,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,2.5,641584
Ty France,28,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,664034
Wander Franco,22,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,1,3,2,0,0,3,1,0,1,0,0,0,0,0,0,0.75,0.8,1.25,2.05,677551
Adam Frazier,31,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,624428
Freddie Freeman,33,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.333,0.5,0.333,0.833,518692
TJ Friedl,27,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670770
Cam Gallagher,30,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,595956
Joey Gallo,29,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608336
Adolis Garc\xc3\xada,30,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,5,4,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0.75,0.8,0.75,1.55,666969
Luis Garc\xc3\xada,23,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0.0,0.0,0.0,671277
Mitch Garver,32,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,5,4,3,2,0,0,2,6,1,0,1,0,0,0,0,0,0,0.5,0.6,2.0,2.6,641598
Andr\xc3\xa9s Gim\xc3\xa9nez,24,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.333,0.5,1.333,1.833,665926
Paul Goldschmidt,35,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,502671
Oscar Gonzalez,25,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,660757
Romy Gonz\xc3\xa1lez,26,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,663853
Nick Gordon,27,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624503
Nolan Gorman,23,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0.5,0.75,0.5,1.25,669357
Yasmani Grandal,34,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,518735
Riley Greene,22,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,682985
Trent Grisham,26,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.6,663757
Robbie Grossman,33,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,4,3,1,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0.667,0.5,0.667,1.167,543257
Vladimir Guerrero Jr.,24,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,5,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.6,665489
Luis Guillorme,28,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,641645
Lourdes Gurriel Jr.,29,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666971
Eric Haase,30,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606992
Sam Haggerty,29,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,664059
Darick Hall,27,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,669742
Ian Happ,28,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,4,4,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0.5,0.5,1.25,1.75,664023
Michael Harris II,22,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,671739
Josh Harrison,35,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543281
Ke\'Bryan Hayes,26,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,663647
Austin Hays,27,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,5,2,5,2,0,1,1,0,0,0,0,0,0,0,1,0,1.0,1.0,2.0,3.0,669720
Austin Hedges,30,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,595978
Gunnar Henderson,22,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.6,683002
David Hensley,27,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,682073
Enrique Hern\xc3\xa1ndez,31,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,4,2,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.5,0.75,2.0,2.75,571771
Teoscar Hern\xc3\xa1ndez,30,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.333,0.0,0.333,606192
Jose Herrera,26,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645444
Jason Heyward,33,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518792
Aaron Hicks,33,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543305
Nico Hoerner,26,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663538
Eric Hosmer,33,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543333
Jonathan India,26,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0.333,0.5,1.333,1.833,663697
Kyle Isbel,26,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,664728
Travis Jankowski,32,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,608671
Danny Jansen,28,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,643376
Eloy Jim\xc3\xa9nez,26,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,5,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.333,0.6,0.333,0.933,650391
