Name,Age,#days,Lev,Date,Tm, ,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Connor Joe,30,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333,0.5,0.333,0.833,656582
Bryce Johnson,27,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669369
Aaron Judge,31,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,5,5,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,0.6,0.6,1.2,592450
Corey Julks,27,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,667452
Josh Jung,25,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,6,5,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.2,0.333,0.2,0.533,673962
Jarred Kelenic,23,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,672284
Tony Kemp,31,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.667,0.0,0.667,643393
Max Kepler,30,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596146
Kevin Kiermaier,33,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,595281
Andrew Knizner,28,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,668800
Ryan Kreidler,25,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668952
Steven Kwan,25,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,680757
Tommy La Stella,34,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.667,1.0,600303
Jake Lamb,32,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,4,1,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0.25,0.4,0.25,0.65,571875
Shea Langeliers,25,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,669127
Trevor Larnach,26,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,663616
Ram\xc3\xb3n Laureano,28,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,3,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.333,0.333,1.333,1.667,657656
DJ LeMahieu,34,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,5,4,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0.25,0.4,0.5,0.9,518934
Kyle Lewis,27,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,4,4,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.5,0.75,641786
Francisco Lindor,29,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.6,596019
Evan Longoria,37,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446334
Nicky Lopez,28,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.333,0.0,0.333,670032
Brandon Lowe,28,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167,664040
Josh Lowe,25,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,1,2,2,0,0,2,1,0,2,0,0,0,0,0,0,0.5,0.6,1.0,1.6,666139
Nathaniel Lowe,27,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,6,6,2,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0.5,0.5,0.667,1.167,663993
Nathan Lukes,28,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,664770
Manny Machado,30,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,5,4,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0.5,0.6,0.5,1.1,592518
Nick Madrigal,26,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663611
Trey Mancini,31,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641820
Brandon Marsh,25,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669016
Ketel Marte,29,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606466
Starling Marte,34,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,516782
J.D. Martinez,35,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,3,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0.667,0.75,2.0,2.75,502110
Michael Massey,25,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,686681
Miles Mastrobuoni,27,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670156
Jorge Mateo,28,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,4,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0.0,0.2,0.0,0.2,622761
Nick Maton,26,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,665155
Chas McCormick,28,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,4,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0.5,0.75,0.5,1.25,676801
Andrew McCutchen,36,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,457705
Reese McGuire,28,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624512
Ryan McKenna,26,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.333,0.5,0.333,0.833,663630
Zach McKinstry,28,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,656716
Ryan McMahon,28,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.25,0.25,0.5,0.75,641857
Jeff McNeil,31,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,643446
Austin Meadows,28,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,640457
Francisco Mej\xc3\xada,27,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.25,0.4,0.25,0.65,642336
MJ Melendez,24,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,669004
Joey Meneses,31,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608841
Brad Miller,33,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,543543
Owen Miller,26,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,680911
Jose Miranda,25,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,669304
Garrett Mitchell,24,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,669003
Yo\xc3\xa1n Moncada,28,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,5,5,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0.2,0.2,0.8,1.0,660162
Elehuris Montero,24,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,660707
Gabriel Moreno,23,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0,672515
Ryan Mountcastle,26,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,5,2,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0.4,0.4,1.0,1.4,663624
Mike Moustakas,34,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,519058
Cedric Mullins,28,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,4,4,1,2,0,0,1,3,0,0,0,0,0,0,1,1,0,0.5,0.5,1.25,1.75,656775
Max Muncy,32,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.25,0.0,0.25,571970
Tom Murphy,32,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608596
Wil Myers,32,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,571976
Omar Narv\xc3\xa1ez,31,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,4,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0.5,0.4,0.5,0.9,553882
Josh Naylor,26,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.25,0.25,1.0,1.25,647304
Kevin Newman,29,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,4,4,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0.5,0.5,1.25,1.75,621028
Brandon Nimmo,30,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0.333,0.6,0.333,0.933,607043
Ryan Noda,27,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676116
Logan O\'Hoppe,23,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,4,3,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0.333,0.25,0.667,0.917,681351
Tyler O\'Neill,28,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0.25,0.25,0.25,0.5,641933
Rougned Odor,29,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.25,596059
Shohei Ohtani,28,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,5,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,660271
Matt Olson,29,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,3,2,2,0,0,2,3,1,0,1,0,0,0,0,0,0,0.667,0.75,2.667,3.417,621566
James Outman,26,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,681546
Marcell Ozuna,32,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.25,0.25,1.0,1.25,542303
Cristian Pache,24,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,665506
Isaac Paredes,24,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670623
Vinnie Pasquantino,25,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.333,0.833,686469
Joc Pederson,31,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,4,2,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0.5,0.6,1.25,1.85,592626
Jeremy Pe\xc3\xb1a,25,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,5,4,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.6,0.75,1.35,665161
Geraldo Perdomo,23,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,672695
Carlos P\xc3\xa9rez,32,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,542208
Roberto P\xc3\xa9rez,34,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547379
Salvador Perez,33,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,521692
Tommy Pham,35,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,502054
Brett Phillips,29,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,621433
Cal Raleigh,26,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663728
Luke Raley,28,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.2,0.0,0.2,670042
Jos\xc3\xa9 Ram\xc3\xadrez,30,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,608070
J.T. Realmuto,32,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167,592663
Rob Refsnyder,32,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,608701
Anthony Rendon,33,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,543685
Hunter Renfroe,31,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.2,0.0,0.2,592669
Luis Rengifo,26,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,3,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0.4,0.0,0.4,650859
Franmil Reyes,27,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.0,0.5,0.0,0.5,614177
Bryan Reynolds,28,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,668804
Austin Riley,26,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,4,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0.25,0.25,0.25,0.5,663586
Edwin Rios,29,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,621458
Anthony Rizzo,33,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,5,3,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0.333,0.6,0.667,1.267,519203
Luis Robert Jr.,25,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,673357
Victor Robles,26,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167,645302
Julio Rodr\xc3\xadguez,22,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0.5,0.5,0.5,1.0,677594
Jake Rogers,28,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668670
Miguel Rojas,34,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,500743
Brent Rooker,28,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,667670
Amed Rosario,27,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642708
Eddie Rosario,31,0,Maj-NL,"Apr 1, 2023",Atlanta,@,Washington,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592696
Esteury Ruiz,24,0,Maj-AL,"Apr 1, 2023",Oakland,,Los Angeles,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.333,0.0,0.333,665923
Keibert Ruiz,24,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5,0.5,1.25,1.75,660688
Adley Rutschman,25,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,668939
Blake Sabol,25,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,4,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0.75,0.5,1.25,666165
Jes\xc3\xbas S\xc3\xa1nchez,25,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.667,1.167,660821
Carlos Santana,37,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,467793
Anthony Santander,28,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0.4,0.4,0.6,1.0,623993
Kyle Schwarber,30,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656941
Corey Seager,29,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,6,4,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0.25,0.333,0.25,0.583,608369
Jean Segura,33,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,516416
Marcus Semien,32,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,6,5,2,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0.2,0.167,0.8,0.967,543760
Jose Siri,27,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,5,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0.2,0.2,0.4,0.6,642350
Dominic Smith,28,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,642086
Josh H. Smith,25,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,5,3,2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0.333,0.6,0.333,0.933,669701
Canaan Smith-Njigba,24,0,Maj-NL,"Apr 1, 2023",Pittsburgh,@,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,675986
Jorge Soler,31,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.2,0.0,0.2,624585
Edmundo Sosa,27,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,624641
Juan Soto,24,0,Maj-NL,"Apr 1, 2023",San Diego,,Colorado,1,5,4,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,665742
George Springer,33,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,543807
Giancarlo Stanton,33,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,5,5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.2,0.2,0.8,1.0,519317
Spencer Steer,25,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668715
Tyler Stephenson,26,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,663886
Bryson Stott,25,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,681082
Myles Straw,28,0,Maj-AL,"Apr 1, 2023",Cleveland,@,Seattle,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,664702
Garrett Stubbs,30,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596117
Eugenio Su\xc3\xa1rez,31,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,553993
Dansby Swanson,29,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,1.0,1.75,621020
Raimel Tapia,29,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606132
Chris Taylor,32,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,621035
Michael A. Taylor,32,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572191
Rowdy Tellez,28,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642133
Alek Thomas,23,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677950
Lane Thomas,27,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,657041
Bubba Thompson,25,0,Maj-AL,"Apr 1, 2023",Texas,,Philadelphia,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,669352
Trayce Thompson,32,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,4,3,3,0,0,3,8,0,0,1,0,0,0,0,0,0,0.75,0.75,3.0,3.75,572204
