Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Kyle Nelson,26,0,Maj-NL,"Apr 6, 2023",Arizona,,Los Angeles,1,0,,,,1.0,1,1,1,0,1,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,13,0.85,0.38,0.0,0.33,0.0,0.0,1.0,0.0,9.0,,669459
Evan Phillips,28,0,Maj-NL,"Apr 6, 2023",Los Angeles,@,Arizona,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,15,0.67,0.33,0.0,0.0,0.5,0.0,0.0,0.0,9.0,,623465
Trevor Richards,30,0,Maj-AL,"Apr 6, 2023",Toronto,@,Kansas City,1,0,,,,0.0,2,3,3,1,0,1,0,inf,,2,0,0,0,0,0,0,0,0,3,16,0.63,0.25,0.0,0.0,0.5,0.0,,1.0,,0.0,670950
Jos\xc3\xa9 Ruiz,28,0,Maj-AL,"Apr 6, 2023",Chicago,,San Francisco,1,0,,,,1.2,2,2,2,1,1,1,1,10.8,,7,0,0,0,0,0,0,0,0,9,37,0.54,0.16,0.08,0.0,0.33,0.33,1.8,0.2,5.4,1.0,614179
Chris Sale,34,0,Maj-AL,"Apr 6, 2023",Boston,@,Detroit,1,1,1.0,,,5.0,4,3,3,3,7,1,0,5.4,51,20,0,0,0,0,0,0,0,0,23,74,0.62,0.15,0.11,0.46,0.23,0.15,1.4,0.25,12.6,2.33,519242
Gregory Santos,23,0,Maj-AL,"Apr 6, 2023",Chicago,,San Francisco,1,0,,,,2.0,5,2,2,0,3,0,1,9.0,,11,1,0,0,0,0,0,0,0,12,33,0.79,0.24,0.12,0.5,0.5,0.0,2.5,0.625,13.5,,666619
John Schreiber,29,0,Maj-AL,"Apr 6, 2023",Boston,@,Detroit,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,2,0,0,0,1,0,0,0,0,3,17,0.59,0.35,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,670167
Blake Snell,30,0,Maj-NL,"Apr 6, 2023",San Diego,@,Atlanta,1,1,,,,3.2,6,4,4,4,2,1,0,9.82,31,15,3,0,0,1,1,1,0,0,20,88,0.49,0.1,0.11,0.36,0.43,0.0,2.727,0.385,4.9,0.5,605483
Spencer Strider,24,0,Maj-NL,"Apr 6, 2023",Atlanta,,San Diego,1,1,,,,5.0,4,3,3,3,9,1,0,5.4,53,19,1,0,0,0,0,0,0,0,22,101,0.62,0.21,0.17,0.4,0.1,0.0,1.4,0.333,16.2,3.0,675911
Domingo Tapia,31,0,Maj-NL,"Apr 6, 2023",San Diego,@,Atlanta,1,0,,,,1.1,1,0,0,2,2,0,0,0.0,,5,0,0,0,0,0,0,0,0,7,35,0.54,0.2,0.09,0.33,0.33,0.33,2.25,0.333,13.5,1.0,593619
Mason Thompson,25,0,Maj-NL,"Apr 6, 2023",Washington,@,Colorado,1,0,,,,2.0,1,0,0,0,3,0,0,0.0,,7,0,0,0,0,0,0,0,0,7,25,0.72,0.16,0.32,0.75,0.0,0.0,0.5,0.25,13.5,,666168
Spencer Turnbull,30,0,Maj-AL,"Apr 6, 2023",Detroit,,Boston,1,1,,1.0,,5.2,5,5,5,2,1,1,1,7.94,38,19,1,0,0,2,0,0,0,1,22,72,0.57,0.18,0.01,0.56,0.17,0.11,1.235,0.235,1.6,0.5,605513
Carlos Vargas,23,0,Maj-NL,"Apr 6, 2023",Arizona,,Los Angeles,1,0,,,,1.0,0,0,0,2,2,0,1,0.0,,3,0,0,0,0,0,0,0,0,6,24,0.46,0.13,0.08,0.0,0.0,0.0,2.0,0.0,18.0,1.0,672841
Alex Vesia,27,0,Maj-NL,"Apr 6, 2023",Los Angeles,@,Arizona,1,0,,,,0.1,2,1,1,0,0,0,0,27.0,,3,1,1,0,0,0,0,0,0,3,15,0.47,0.07,0.07,0.33,0.67,0.0,6.0,0.667,0.0,,681911
Steven Wilson,28,0,Maj-NL,"Apr 6, 2023",San Diego,@,Atlanta,1,0,,,,2.0,0,0,0,1,2,0,0,0.0,,6,0,0,0,0,0,0,0,0,7,28,0.54,0.21,0.07,0.25,0.0,0.25,0.5,0.0,9.0,2.0,621051
Alex Wood,32,0,Maj-NL,"Apr 6, 2023",San Francisco,@,Chicago,1,1,,,,3.0,6,3,1,2,3,0,0,3.0,40,16,1,0,0,0,0,2,0,0,18,71,0.56,0.14,0.08,0.31,0.46,0.08,2.667,0.462,9.0,1.5,622072
Kirby Yates,36,0,Maj-NL,"Apr 6, 2023",Atlanta,,San Diego,1,0,,,,1.0,1,2,2,2,1,0,0,18.0,,4,0,0,0,0,0,0,0,0,6,21,0.52,0.24,0.05,0.33,0.0,0.33,3.0,0.333,9.0,0.5,489446
