Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Kris Bubic,25,0,Maj-AL,"Apr 9, 2023",Kansas City,@,San Francisco,1,1,,,,6.0,2,0,0,0,9,0,1,0.0,77,20,0,0,0,0,0,1,0,0,21,77,0.74,0.18,0.23,0.64,0.09,0.0,0.333,0.182,13.5,,663460
J.B. Bukauskas,26,0,Maj-AL,"Apr 9, 2023",Seattle,@,Cleveland,1,0,,,,1.0,2,2,1,2,1,0,0,9.0,,5,1,0,1,0,0,0,0,0,7,28,0.54,0.07,0.18,0.75,0.25,0.0,4.0,0.5,9.0,0.5,656266
Matt Bush,37,0,Maj-NL,"Apr 9, 2023",Milwaukee,,St. Louis,1,0,,,,0.2,1,0,0,2,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,5,29,0.52,0.17,0.14,0.5,0.0,0.0,4.5,0.5,13.5,0.5,456713
G\xc3\xa9nesis Cabrera,26,0,Maj-NL,"Apr 9, 2023",St. Louis,@,Milwaukee,1,0,,,,0.2,1,0,0,0,0,0,0,0.0,,3,1,0,0,0,0,0,0,0,3,11,0.64,0.27,0.09,0.67,0.33,0.0,1.5,0.333,0.0,,650893
Carlos Carrasco,36,0,Maj-NL,"Apr 9, 2023",New York,,Miami,1,1,,1.0,,4.2,6,6,6,3,1,2,0,11.57,26,19,0,0,0,1,0,3,0,0,22,83,0.54,0.17,0.04,0.44,0.44,0.0,1.929,0.25,1.9,0.33,471911
Diego Castillo,29,0,Maj-AL,"Apr 9, 2023",Seattle,@,Cleveland,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,15,0.8,0.07,0.2,0.0,0.0,0.0,0.0,0.0,18.0,,650895
JT Chargois,32,0,Maj-NL,"Apr 9, 2023",Miami,@,New York,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,3,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,608638
Adam Cimber,32,0,Maj-AL,"Apr 9, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.71,0.07,0.07,0.0,0.67,0.0,0.0,0.0,0.0,,643256
Emmanuel Clase,25,0,Maj-AL,"Apr 9, 2023",Cleveland,,Seattle,1,0,,,,1.0,1,1,1,1,0,0,0,9.0,,4,1,0,0,0,0,0,0,0,5,24,0.63,0.17,0.08,0.75,0.25,0.0,2.0,0.25,0.0,0.0,661403
Jimmy Cordero,31,0,Maj-AL,"Apr 9, 2023",New York,@,Baltimore,1,0,,,,1.0,1,1,1,0,2,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,13,0.85,0.15,0.31,0.0,0.5,0.0,1.0,0.0,18.0,,622772
Nestor Cortes,28,0,Maj-AL,"Apr 9, 2023",New York,@,Baltimore,1,1,1.0,,,5.1,4,2,2,2,5,0,0,3.38,55,19,1,0,0,1,0,0,0,0,21,91,0.66,0.18,0.09,0.14,0.21,0.07,1.125,0.286,8.4,2.5,641482
Danny Coulombe,33,0,Maj-AL,"Apr 9, 2023",Baltimore,,New York,1,0,,,,0.2,1,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.7,0.3,0.2,0.5,0.0,0.0,1.5,0.5,13.5,,543056
Kutter Crawford,27,0,Maj-AL,"Apr 9, 2023",Boston,@,Detroit,1,1,1.0,,,5.0,5,1,1,0,6,0,0,1.8,59,20,1,0,0,1,0,0,0,0,20,65,0.68,0.11,0.12,0.36,0.36,0.0,1.0,0.357,10.8,,676710
Nabil Crismatt,28,0,Maj-NL,"Apr 9, 2023",San Diego,@,Atlanta,1,0,,,,2.0,1,0,0,0,2,0,0,0.0,,7,0,0,0,0,0,0,0,0,7,27,0.67,0.07,0.22,0.6,0.2,0.0,0.5,0.2,9.0,,622503
Fernando Cruz,33,0,Maj-NL,"Apr 9, 2023",Cincinnati,@,Philadelphia,1,0,,,,2.0,0,0,0,0,2,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,20,0.65,0.15,0.15,0.75,0.0,0.25,0.0,0.0,9.0,,518585
Enyel De Los Santos,27,0,Maj-AL,"Apr 9, 2023",Cleveland,,Seattle,1,0,,,,0.2,1,2,1,2,1,0,0,13.5,,2,1,0,0,0,1,1,0,0,5,25,0.48,0.12,0.08,0.0,0.0,0.0,4.5,0.5,13.5,0.5,660853
Anthony DeSclafani,33,0,Maj-NL,"Apr 9, 2023",San Francisco,,Kansas City,1,1,,,,6.1,3,1,1,0,7,0,0,1.42,70,22,1,0,0,0,0,0,0,0,22,88,0.69,0.19,0.06,0.4,0.27,0.13,0.474,0.2,9.9,,543101
Reid Detmers,23,0,Maj-AL,"Apr 9, 2023",Los Angeles,,Toronto,1,1,,,,5.0,5,5,4,2,5,1,1,7.2,42,20,0,0,0,0,0,0,0,0,23,89,0.65,0.13,0.11,0.4,0.27,0.0,1.4,0.286,9.0,2.5,672282
Jake Diekman,36,0,Maj-AL,"Apr 9, 2023",Chicago,@,Pittsburgh,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.8,0.1,0.3,0.0,0.0,0.0,0.0,0.0,9.0,,518617
Dylan Dodd,25,0,Maj-NL,"Apr 9, 2023",Atlanta,,San Diego,1,1,,1.0,,4.1,10,7,7,1,3,2,0,14.54,17,22,4,0,0,0,0,0,0,0,23,84,0.71,0.14,0.08,0.32,0.21,0.11,2.539,0.471,6.2,3.0,689266
Seranthony Dom\xc3\xadnguez,28,0,Maj-NL,"Apr 9, 2023",Philadelphia,,Cincinnati,1,0,,1.0,,1.0,2,3,3,2,2,0,0,27.0,,5,1,0,0,0,0,1,0,0,7,29,0.52,0.14,0.14,0.67,0.33,0.0,4.0,0.667,18.0,1.0,622554
Carlos Est\xc3\xa9vez,30,0,Maj-AL,"Apr 9, 2023",Los Angeles,,Toronto,1,0,,1.0,,1.0,3,2,1,0,2,0,0,9.0,,6,1,0,0,0,0,0,0,0,6,25,0.68,0.12,0.12,0.25,0.5,0.0,3.0,0.75,18.0,,608032
Ryan Feltner,26,0,Maj-NL,"Apr 9, 2023",Colorado,,Washington,1,1,,,,5.0,6,3,3,3,3,0,0,5.4,43,21,0,0,0,0,0,0,0,0,24,90,0.68,0.13,0.07,0.56,0.11,0.11,1.8,0.333,5.4,1.0,663372
Caleb Ferguson,26,0,Maj-NL,"Apr 9, 2023",Los Angeles,@,Arizona,1,0,,,,1.0,4,2,2,0,1,0,0,18.0,,7,0,0,0,0,0,2,0,0,7,29,0.69,0.17,0.07,0.5,0.33,0.17,4.0,0.667,9.0,,657571
Dylan Floro,32,0,Maj-NL,"Apr 9, 2023",Miami,@,New York,1,0,,,,1.2,0,0,0,0,3,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,25,0.68,0.28,0.08,0.0,0.0,0.0,0.0,0.0,16.2,,571670
Jason Foley,27,0,Maj-AL,"Apr 9, 2023",Detroit,,Boston,1,0,,,,1.1,0,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,15,0.67,0.33,0.0,1.0,0.0,0.0,0.0,0.0,13.5,,671345
Yimi Garc\xc3\xada,32,0,Maj-AL,"Apr 9, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,17,0.59,0.35,0.06,1.0,0.0,0.0,0.0,0.0,18.0,,554340
Braxton Garrett,25,0,Maj-NL,"Apr 9, 2023",Miami,@,New York,1,1,,,,4.2,9,2,2,1,7,0,0,3.86,44,22,4,0,0,1,0,1,0,0,23,86,0.66,0.17,0.14,0.47,0.4,0.0,2.143,0.6,13.5,7.0,666129
Ian Gibaut,29,0,Maj-NL,"Apr 9, 2023",Cincinnati,@,Philadelphia,1,0,,,1.0,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,664139
Logan Gillaspie,26,0,Maj-AL,"Apr 9, 2023",Baltimore,,New York,1,0,,,,1.1,2,1,1,1,1,1,0,6.75,,6,1,0,0,0,0,0,0,0,7,27,0.56,0.19,0.07,0.4,0.4,0.0,2.25,0.25,6.8,1.0,670810
Trevor Gott,30,0,Maj-AL,"Apr 9, 2023",Seattle,@,Cleveland,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.79,0.29,0.07,0.33,0.33,0.33,0.0,0.0,0.0,,641627
Jon Gray,31,0,Maj-AL,"Apr 9, 2023",Texas,@,Chicago,1,1,1.0,,,5.2,6,2,2,3,4,1,0,3.18,50,21,0,0,0,2,0,0,0,0,24,100,0.64,0.17,0.1,0.53,0.18,0.0,1.588,0.313,6.4,1.33,592351
Michael Grove,26,0,Maj-NL,"Apr 9, 2023",Los Angeles,@,Arizona,1,1,,1.0,,3.1,12,9,9,1,4,0,0,24.3,3,21,4,0,0,0,0,3,0,0,22,66,0.61,0.18,0.08,0.41,0.47,0.06,3.9,0.706,10.8,4.0,675627
Brad Hand,33,0,Maj-NL,"Apr 9, 2023",Colorado,,Washington,1,0,,,,0.1,0,0,0,2,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,3,12,0.25,0.08,0.17,,,,6.0,,27.0,0.5,543272
Hobie Harris,30,0,Maj-NL,"Apr 9, 2023",Washington,@,Colorado,1,0,,,,2.1,1,0,0,1,0,0,0,0.0,,8,0,0,0,0,0,0,0,0,9,33,0.52,0.15,0.03,0.63,0.0,0.0,0.857,0.125,0.0,0.0,665048
Ryan Helsley,28,0,Maj-NL,"Apr 9, 2023",St. Louis,@,Milwaukee,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,16,0.63,0.13,0.19,0.0,0.0,0.0,1.0,0.0,18.0,2.0,664854
Kevin Herget,32,0,Maj-NL,"Apr 9, 2023",Cincinnati,@,Philadelphia,1,0,1.0,,,2.0,1,0,0,0,1,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,30,0.67,0.2,0.03,0.2,0.8,0.0,0.5,0.2,4.5,,643361
Carlos Hern\xc3\xa1ndez,26,0,Maj-AL,"Apr 9, 2023",Kansas City,@,San Francisco,1,0,,,,0.2,0,0,0,1,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,16,0.63,0.06,0.19,0.0,0.0,1.0,1.5,0.0,13.5,1.0,672578
Tim Herrin,26,0,Maj-AL,"Apr 9, 2023",Cleveland,,Seattle,1,0,1.0,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,4,0.5,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,682120
Jordan Hicks,26,0,Maj-NL,"Apr 9, 2023",St. Louis,@,Milwaukee,1,0,,,,0.2,0,0,0,0,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,7,0.57,0.29,0.14,0.0,0.0,0.0,0.0,0.0,13.5,,663855
Colin Holderman,27,0,Maj-NL,"Apr 9, 2023",Pittsburgh,,Chicago,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.58,0.08,0.08,1.0,0.0,0.0,0.0,0.0,9.0,,670059
Clay Holmes,30,0,Maj-AL,"Apr 9, 2023",New York,@,Baltimore,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.89,0.22,0.33,1.0,0.0,0.0,0.0,0.0,9.0,,605280
Kenley Jansen,35,0,Maj-AL,"Apr 9, 2023",Boston,@,Detroit,1,0,,,1.0,1.0,2,0,0,1,2,0,0,0.0,,5,1,0,0,0,0,0,0,0,6,27,0.7,0.15,0.07,0.33,0.0,0.0,3.0,0.667,18.0,2.0,445276
Dany Jim\xc3\xa9nez,29,0,Maj-AL,"Apr 9, 2023",Oakland,@,Tampa Bay,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,7,0.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,666204
Joe Jim\xc3\xa9nez,28,0,Maj-NL,"Apr 9, 2023",Atlanta,,San Diego,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,16,0.63,0.06,0.13,0.0,0.0,0.5,0.0,0.0,9.0,,641729
Pierce Johnson,32,0,Maj-NL,"Apr 9, 2023",Colorado,,Washington,1,0,,,1.0,1.0,0,0,0,1,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,18,0.61,0.33,0.06,0.0,0.67,0.0,1.0,0.0,0.0,0.0,572955
James Kaprielian,29,0,Maj-AL,"Apr 9, 2023",Oakland,@,Tampa Bay,1,1,,1.0,,4.2,7,7,7,3,6,3,2,13.5,25,21,2,0,0,0,0,1,1,0,26,106,0.65,0.14,0.08,0.33,0.07,0.13,2.143,0.333,11.6,2.0,621076
James Karinchak,27,0,Maj-AL,"Apr 9, 2023",Cleveland,,Seattle,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,15,0.73,0.13,0.27,1.0,0.0,0.0,0.0,0.0,18.0,,675916
Yusei Kikuchi,32,0,Maj-AL,"Apr 9, 2023",Toronto,@,Los Angeles,1,1,,,,4.1,9,6,6,1,6,3,0,12.46,26,21,0,0,0,1,0,0,0,0,22,99,0.6,0.11,0.12,0.4,0.13,0.07,2.308,0.5,12.5,6.0,579328
Craig Kimbrel,35,0,Maj-NL,"Apr 9, 2023",Philadelphia,,Cincinnati,1,0,,,,1.0,1,1,1,1,0,0,0,9.0,,4,1,0,0,0,0,0,0,0,5,22,0.64,0.23,0.0,0.25,0.5,0.0,2.0,0.25,0.0,0.0,518886
George Kirby,25,0,Maj-AL,"Apr 9, 2023",Seattle,@,Cleveland,1,1,,,,6.0,5,1,1,0,4,0,0,1.5,62,22,0,1,0,0,1,1,0,0,23,96,0.7,0.17,0.05,0.32,0.26,0.11,0.833,0.263,6.0,,669923
Michael Kopech,27,0,Maj-AL,"Apr 9, 2023",Chicago,@,Pittsburgh,1,1,,1.0,,6.0,2,1,1,3,5,0,0,1.5,66,19,0,1,0,0,1,1,0,0,23,102,0.67,0.21,0.13,0.33,0.07,0.2,0.833,0.133,7.5,1.67,656629
Chad Kuhl,30,0,Maj-NL,"Apr 9, 2023",Washington,@,Colorado,1,1,,,,5.0,6,5,5,4,3,2,0,9.0,34,20,2,0,1,1,0,0,0,0,24,89,0.53,0.16,0.1,0.24,0.12,0.12,2.0,0.267,5.4,0.75,641771
Jimmy Lambert,28,0,Maj-AL,"Apr 9, 2023",Chicago,@,Pittsburgh,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,17,0.53,0.24,0.12,0.0,0.0,1.0,1.0,0.0,18.0,2.0,669424
Dinelson Lamet,30,0,Maj-NL,"Apr 9, 2023",Colorado,,Washington,1,0,1.0,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.55,0.0,0.09,1.0,0.0,0.0,0.0,0.0,9.0,,659275
Alex Lange,27,0,Maj-AL,"Apr 9, 2023",Detroit,,Boston,1,0,,,,1.0,1,1,1,1,0,0,0,9.0,,3,0,0,0,0,1,0,0,0,5,19,0.47,0.16,0.05,0.75,0.0,0.0,2.0,0.25,0.0,0.0,656638
Justin Lawrence,28,0,Maj-NL,"Apr 9, 2023",Colorado,,Washington,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.7,0.4,0.0,0.33,0.33,0.0,0.0,0.0,0.0,,664875
Jos\xc3\xa9 Leclerc,29,0,Maj-AL,"Apr 9, 2023",Texas,@,Chicago,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,18,0.61,0.22,0.11,0.0,1.0,0.0,0.0,0.0,18.0,,600917
Aaron Loup,35,0,Maj-AL,"Apr 9, 2023",Los Angeles,,Toronto,1,0,,,,0.2,1,0,0,1,1,0,0,0.0,,3,0,0,1,0,0,2,0,0,4,15,0.67,0.2,0.13,0.0,0.0,0.0,3.0,0.5,13.5,1.0,571901
Lucas Luetge,36,0,Maj-NL,"Apr 9, 2023",Atlanta,,San Diego,1,0,,,,1.2,3,3,3,2,1,1,0,16.2,,8,0,0,0,0,0,0,0,0,10,42,0.52,0.14,0.05,0.14,0.29,0.14,3.0,0.333,5.4,0.5,476595
Seth Lugo,33,0,Maj-NL,"Apr 9, 2023",San Diego,@,Atlanta,1,1,1.0,,,6.0,5,1,1,4,5,0,0,1.5,59,21,0,0,0,2,0,1,0,0,25,109,0.6,0.16,0.09,0.81,0.06,0.0,1.5,0.313,7.5,1.25,607625
Tyler Mahle,28,0,Maj-AL,"Apr 9, 2023",Minnesota,,Houston,1,1,,1.0,,6.0,8,4,4,1,6,1,0,6.0,45,23,1,0,0,1,0,1,1,0,24,90,0.68,0.16,0.11,0.47,0.24,0.06,1.5,0.438,9.0,6.0,641816
Ron Marinaccio,27,0,Maj-AL,"Apr 9, 2023",New York,@,Baltimore,1,0,,,,0.2,0,0,0,0,1,0,0,0.0,,2,0,0,0,0,0,1,0,0,2,8,0.75,0.13,0.13,0.0,0.0,1.0,0.0,0.0,13.5,,676760
Chris Martin,37,0,Maj-AL,"Apr 9, 2023",Boston,@,Detroit,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,17,0.76,0.18,0.0,0.6,0.4,0.0,2.0,0.4,0.0,,455119
Adri\xc3\xa1n Martinez,26,0,Maj-AL,"Apr 9, 2023",Oakland,@,Tampa Bay,1,0,,,,2.1,4,2,2,0,1,0,0,7.71,,10,2,0,0,1,0,0,0,0,10,37,0.57,0.14,0.05,0.11,0.56,0.0,1.714,0.444,3.9,,661309
Trevor May,33,0,Maj-AL,"Apr 9, 2023",Oakland,@,Tampa Bay,1,0,,,,0.2,1,2,2,4,0,0,0,27.0,,3,0,0,0,0,0,0,0,0,7,31,0.42,0.13,0.1,0.33,0.0,0.67,7.5,0.333,0.0,0.0,543507
Tim Mayza,31,0,Maj-AL,"Apr 9, 2023",Toronto,@,Los Angeles,1,0,,,1.0,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,3,1.0,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,,641835
Julian Merryweather,31,0,Maj-NL,"Apr 9, 2023",Chicago,,Texas,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.78,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.0,,657240
Shelby Miller,32,0,Maj-NL,"Apr 9, 2023",Los Angeles,@,Arizona,1,0,,,,1.2,0,0,0,3,2,0,0,0.0,,5,0,0,0,0,0,0,0,0,8,27,0.41,0.19,0.0,0.33,0.0,0.0,1.8,0.0,10.8,0.67,571946
Hoby Milner,32,0,Maj-NL,"Apr 9, 2023",Milwaukee,,St. Louis,1,0,,,,0.1,0,0,0,0,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,5,0.6,0.2,0.2,,,,0.0,,27.0,,571948
A.J. Minter,29,0,Maj-NL,"Apr 9, 2023",Atlanta,,San Diego,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.75,0.0,0.33,1.0,0.0,0.0,0.0,0.0,18.0,,621345
Dauri Moreta,27,0,Maj-NL,"Apr 9, 2023",Pittsburgh,,Chicago,1,0,,,,0.1,0,0,0,0,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,5,0.6,0.2,0.0,,,,0.0,,27.0,,664294
Penn Murfee,29,0,Maj-AL,"Apr 9, 2023",Seattle,@,Cleveland,1,0,,1.0,,0.1,0,2,0,2,0,0,0,0.0,,2,0,0,2,0,0,0,0,1,4,6,0.83,0.17,0.17,1.0,0.0,0.0,6.0,0.0,0.0,0.0,682171
Ryne Nelson,25,0,Maj-NL,"Apr 9, 2023",Arizona,,Los Angeles,1,1,1.0,,,6.0,4,3,3,2,3,0,0,4.5,53,22,1,1,0,0,1,0,0,0,25,96,0.63,0.14,0.04,0.4,0.3,0.0,1.0,0.2,4.5,1.5,669194
Stephen Nogosek,28,0,Maj-NL,"Apr 9, 2023",New York,,Miami,1,0,,,,3.1,3,1,1,1,5,0,0,2.7,,12,1,0,0,0,1,2,0,0,14,52,0.65,0.25,0.1,0.38,0.38,0.0,1.2,0.375,13.5,5.0,668665
Connor Overton,29,0,Maj-NL,"Apr 9, 2023",Cincinnati,@,Philadelphia,1,1,,,,4.0,6,4,4,3,4,1,0,9.0,35,15,1,1,0,1,0,1,0,0,18,65,0.65,0.15,0.17,0.55,0.09,0.09,2.25,0.5,9.0,1.33,656818
Johan Oviedo,25,0,Maj-NL,"Apr 9, 2023",Pittsburgh,,Chicago,1,1,1.0,,,6.2,5,0,0,0,5,0,0,0.0,69,24,0,0,0,0,0,1,0,0,25,89,0.7,0.13,0.2,0.7,0.2,0.0,0.75,0.263,6.8,,670912
Emilio Pag\xc3\xa1n,32,0,Maj-AL,"Apr 9, 2023",Minnesota,,Houston,1,0,,,,1.1,2,0,0,0,0,0,0,0.0,,6,2,0,0,0,0,0,0,0,6,25,0.72,0.04,0.16,0.5,0.33,0.17,1.5,0.333,0.0,,641941
Andre Pallante,24,0,Maj-NL,"Apr 9, 2023",St. Louis,@,Milwaukee,1,0,,,,1.0,4,3,3,0,2,1,0,27.0,,7,1,0,0,0,0,0,0,0,7,23,0.7,0.17,0.09,0.2,0.6,0.0,4.0,0.75,18.0,,669467
Freddy Peralta,27,0,Maj-NL,"Apr 9, 2023",Milwaukee,,St. Louis,1,1,1.0,,,6.0,4,1,1,3,7,0,0,1.5,64,22,1,0,0,0,0,0,0,0,26,102,0.64,0.21,0.09,0.4,0.33,0.07,1.167,0.267,10.5,2.33,642547
Zach Plesac,28,0,Maj-AL,"Apr 9, 2023",Cleveland,,Seattle,1,1,,,,7.0,5,2,2,1,6,1,0,2.57,64,26,0,0,0,1,0,1,0,0,27,92,0.67,0.15,0.13,0.55,0.2,0.0,0.857,0.211,7.7,6.0,668676
Zach Pop,26,0,Maj-AL,"Apr 9, 2023",Toronto,@,Los Angeles,1,0,,,,0.2,0,0,0,0,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,8,0.75,0.13,0.13,0.5,0.0,0.5,0.0,0.0,0.0,,647315
