Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Corbin Burnes,28,0,Maj-NL,"Apr 5, 2023",Milwaukee,,New York,1,1,,,,4.1,7,6,6,2,3,2,1,12.46,26,20,3,0,0,0,0,1,0,0,23,93,0.61,0.23,0.04,0.47,0.41,0.0,2.077,0.333,6.2,1.5,669203
Matt Bush,37,0,Maj-NL,"Apr 5, 2023",Milwaukee,,New York,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,1,0,0,4,15,0.67,0.2,0.2,0.5,0.0,0.0,1.0,0.0,9.0,1.0,456713
Diego Castillo,29,0,Maj-AL,"Apr 5, 2023",Seattle,,Los Angeles,1,0,,,,0.2,1,2,2,1,1,0,0,27.0,,3,1,0,0,0,0,0,0,0,4,14,0.57,0.0,0.21,1.0,0.0,0.0,3.0,0.5,13.5,1.0,650895
Dylan Cease,27,0,Maj-AL,"Apr 5, 2023",Chicago,,San Francisco,1,1,1.0,,,5.0,1,1,1,5,8,1,0,1.8,64,17,0,0,0,0,0,0,0,0,22,99,0.53,0.14,0.14,0.22,0.44,0.0,1.2,0.0,14.4,1.6,656302
Jesse Chavez,39,0,Maj-NL,"Apr 5, 2023",Atlanta,@,St. Louis,1,0,,,1.0,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,5,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,445926
Taylor Clarke,30,0,Maj-AL,"Apr 5, 2023",Kansas City,,Toronto,1,0,,,,2.0,3,2,2,1,1,1,0,9.0,,9,1,0,0,0,0,0,0,0,10,36,0.64,0.19,0.03,0.13,0.38,0.13,2.0,0.286,4.5,1.0,664199
Emmanuel Clase,25,0,Maj-AL,"Apr 5, 2023",Cleveland,@,Oakland,1,0,,,1.0,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,15,0.73,0.2,0.13,0.5,0.5,0.0,1.0,0.0,9.0,1.0,661403
Garrett Cleavinger,29,0,Maj-AL,"Apr 5, 2023",Tampa Bay,@,Washington,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.63,0.13,0.0,0.33,0.0,0.0,0.0,0.0,0.0,,664076
Gerrit Cole,32,0,Maj-AL,"Apr 5, 2023",New York,,Philadelphia,1,1,1.0,,,6.1,3,1,1,3,8,0,0,1.42,68,20,1,0,0,0,0,0,0,1,23,103,0.66,0.15,0.15,0.33,0.33,0.33,0.947,0.25,11.4,2.67,543037
Dylan Coleman,26,0,Maj-AL,"Apr 5, 2023",Kansas City,,Toronto,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.67,0.17,0.17,0.0,0.0,1.0,0.0,0.0,9.0,,669395
Patrick Corbin,33,0,Maj-NL,"Apr 5, 2023",Washington,,Tampa Bay,1,1,,1.0,,6.0,10,6,6,0,3,2,0,9.0,31,25,1,0,0,0,1,1,1,1,26,92,0.68,0.15,0.12,0.3,0.52,0.0,1.667,0.381,4.5,,571578
John Curtiss,30,0,Maj-NL,"Apr 5, 2023",New York,@,Milwaukee,1,0,,,,2.0,2,0,0,0,3,0,0,0.0,,7,0,0,0,0,0,0,0,0,7,26,0.65,0.08,0.23,0.75,0.0,0.0,1.0,0.5,13.5,,595928
Jacob deGrom,35,0,Maj-AL,"Apr 5, 2023",Texas,,Baltimore,1,1,1.0,,,6.0,2,2,1,2,11,0,0,1.5,71,20,1,0,0,0,0,0,1,0,22,92,0.63,0.11,0.25,0.56,0.33,0.11,0.667,0.222,16.5,5.5,594798
Jake Diekman,36,0,Maj-AL,"Apr 5, 2023",Chicago,,San Francisco,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.63,0.25,0.0,0.5,0.0,0.0,0.0,0.0,9.0,,518617
Seranthony Dom\xc3\xadnguez,28,0,Maj-NL,"Apr 5, 2023",Philadelphia,@,New York,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,1,0,0,0,0,1,0,0,4,11,0.73,0.09,0.09,0.5,0.25,0.25,1.0,0.25,0.0,,622554
Bryce Elder,24,0,Maj-NL,"Apr 5, 2023",Atlanta,@,St. Louis,1,1,1.0,,,6.0,2,0,0,3,6,0,1,0.0,71,18,1,0,0,1,0,0,0,0,22,79,0.59,0.18,0.13,0.5,0.17,0.0,0.833,0.167,9.0,2.0,693821
Jeurys Familia,33,0,Maj-AL,"Apr 5, 2023",Oakland,,Cleveland,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,16,0.63,0.19,0.06,0.0,0.5,0.0,1.0,0.0,9.0,1.0,544727
Chris Flexen,28,0,Maj-AL,"Apr 5, 2023",Seattle,,Los Angeles,1,1,,1.0,,5.0,2,2,2,2,4,1,0,3.6,57,17,0,0,0,0,0,0,0,0,19,91,0.63,0.1,0.12,0.31,0.15,0.23,0.8,0.083,7.2,2.0,623167
Dylan Floro,32,0,Maj-NL,"Apr 5, 2023",Miami,,Minnesota,1,0,1.0,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,16,0.75,0.06,0.25,0.0,0.5,0.5,0.0,0.0,9.0,,571670
Hunter Gaddis,25,0,Maj-AL,"Apr 5, 2023",Cleveland,@,Oakland,1,1,,,,6.0,1,0,0,2,4,0,0,0.0,72,19,1,0,0,0,0,1,0,0,21,77,0.68,0.21,0.09,0.27,0.07,0.47,0.5,0.067,6.0,2.0,683769
Trevor Gott,30,0,Maj-AL,"Apr 5, 2023",Seattle,,Los Angeles,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,13,0.69,0.23,0.31,0.0,0.0,0.0,0.0,0.0,18.0,,641627
Zack Greinke,39,0,Maj-AL,"Apr 5, 2023",Kansas City,,Toronto,1,1,,1.0,,6.0,7,1,1,1,4,0,0,1.5,57,24,0,0,0,1,0,0,0,0,25,77,0.66,0.19,0.08,0.35,0.45,0.0,1.333,0.35,6.0,4.0,425844
Jimmy Herget,29,0,Maj-AL,"Apr 5, 2023",Los Angeles,@,Seattle,1,0,,,,1.1,3,1,1,0,0,0,0,6.75,,6,1,0,0,0,0,0,0,0,6,26,0.65,0.12,0.08,0.33,0.5,0.0,2.25,0.5,0.0,,623474
Jonathan Hern\xc3\xa1ndez,26,0,Maj-AL,"Apr 5, 2023",Texas,,Baltimore,1,0,,,,0.2,0,0,0,1,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,13,0.46,0.31,0.0,1.0,0.0,0.0,1.5,0.0,13.5,1.0,642546
Tim Herrin,26,0,Maj-AL,"Apr 5, 2023",Cleveland,@,Oakland,1,0,,,,0.1,1,3,3,2,0,1,0,81.0,,2,0,0,0,0,0,0,0,0,4,30,0.6,0.2,0.03,0.0,0.0,0.0,9.0,0.0,0.0,0.0,682120
Garrett Hill,27,0,Maj-AL,"Apr 5, 2023",Detroit,@,Houston,1,0,,,,1.1,2,2,1,0,2,0,0,6.75,,7,1,0,0,0,0,0,0,0,7,29,0.55,0.28,0.03,0.6,0.2,0.0,1.5,0.4,13.5,,682051
Sean Hjelle,26,0,Maj-NL,"Apr 5, 2023",San Francisco,@,Chicago,1,0,,,,1.2,4,3,0,1,2,0,0,0.0,,10,0,0,0,0,0,0,0,0,11,53,0.66,0.13,0.15,0.75,0.25,0.0,3.0,0.5,10.8,2.0,663546
Clay Holmes,30,0,Maj-AL,"Apr 5, 2023",New York,,Philadelphia,1,0,,,1.0,1.0,0,0,0,0,3,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,16,0.56,0.38,0.06,,,,0.0,,27.0,,605280
Zach Jackson,28,0,Maj-AL,"Apr 5, 2023",Oakland,,Cleveland,1,0,,1.0,,1.0,1,2,1,1,1,0,0,9.0,,3,0,0,0,0,0,0,1,1,4,23,0.52,0.22,0.04,1.0,0.0,0.0,2.0,0.5,9.0,1.0,667427
Cristian Javier,26,0,Maj-AL,"Apr 5, 2023",Houston,,Detroit,1,1,1.0,,,6.0,5,1,1,0,5,0,0,1.5,63,23,0,0,0,0,0,4,0,0,23,99,0.71,0.2,0.08,0.33,0.22,0.06,0.833,0.278,7.5,,664299
Griffin Jax,28,0,Maj-AL,"Apr 5, 2023",Minnesota,@,Miami,1,0,,1.0,,0.1,2,2,2,0,1,0,0,54.0,,3,0,0,0,0,0,0,0,0,3,9,0.89,0.33,0.11,0.5,0.5,0.0,6.0,1.0,27.0,,643377
Mitch Keller,27,0,Maj-NL,"Apr 5, 2023",Pittsburgh,@,Boston,1,1,1.0,,,7.0,4,1,1,2,7,0,0,1.29,70,24,1,0,0,0,0,1,0,0,26,108,0.73,0.24,0.08,0.65,0.18,0.06,0.857,0.235,9.0,3.5,656605
Joe Kelly,35,0,Maj-AL,"Apr 5, 2023",Chicago,,San Francisco,1,0,,,,1.0,2,2,2,1,1,0,0,18.0,,5,2,0,0,0,0,0,0,0,6,23,0.65,0.17,0.13,0.25,0.5,0.0,3.0,0.5,9.0,1.0,523260
Zack Kelly,28,0,Maj-AL,"Apr 5, 2023",Boston,,Pittsburgh,1,0,,,,1.0,0,0,0,1,0,0,1,0.0,,2,0,0,0,0,0,2,0,0,4,22,0.59,0.14,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,677161
Corey Kluber,37,0,Maj-AL,"Apr 5, 2023",Boston,,Pittsburgh,1,1,,1.0,,5.0,3,1,1,1,2,1,0,1.8,58,18,0,0,0,0,0,0,0,0,19,67,0.66,0.13,0.15,0.25,0.25,0.25,0.8,0.133,3.6,2.0,446372
Jimmy Lambert,28,0,Maj-AL,"Apr 5, 2023",Chicago,,San Francisco,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,23,0.52,0.13,0.13,0.0,0.0,0.5,1.0,0.0,9.0,1.0,669424
Jos\xc3\xa9 Leclerc,29,0,Maj-AL,"Apr 5, 2023",Texas,,Baltimore,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.75,0.25,0.25,0.5,0.0,0.5,0.0,0.0,9.0,,600917
Dylan Lee,28,0,Maj-NL,"Apr 5, 2023",Atlanta,@,St. Louis,1,0,,,,0.2,0,0,0,1,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,14,0.57,0.21,0.07,0.0,0.5,0.0,1.5,0.0,0.0,0.0,669276
Jonathan Lo\xc3\xa1isiga,28,0,Maj-AL,"Apr 5, 2023",New York,,Philadelphia,1,0,,,,1.2,2,1,1,0,1,1,1,5.4,,6,0,0,0,0,1,0,0,0,8,16,0.81,0.13,0.13,0.67,0.17,0.0,1.2,0.2,5.4,,642528
Pablo L\xc3\xb3pez,27,0,Maj-AL,"Apr 5, 2023",Minnesota,@,Miami,1,1,,,,7.0,3,1,1,1,8,1,0,1.29,74,22,0,0,0,0,0,1,2,0,23,88,0.68,0.14,0.14,0.43,0.21,0.07,0.571,0.154,10.3,8.0,641154
Reynaldo L\xc3\xb3pez,29,0,Maj-AL,"Apr 5, 2023",Chicago,,San Francisco,1,0,,,,0.1,0,0,0,1,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,2,11,0.36,0.18,0.0,,,,3.0,,27.0,1.0,625643
Jes\xc3\xbas Luzardo,25,0,Maj-NL,"Apr 5, 2023",Miami,,Minnesota,1,1,,,,7.0,5,1,1,1,10,0,0,1.29,72,26,1,0,0,0,0,1,1,0,27,99,0.71,0.21,0.18,0.5,0.13,0.06,0.857,0.313,12.9,10.0,666200
Alek Manoah,25,0,Maj-AL,"Apr 5, 2023",Toronto,@,Kansas City,1,1,1.0,,,7.0,1,0,0,4,5,0,1,0.0,76,21,0,0,0,0,0,0,0,0,26,98,0.62,0.16,0.1,0.31,0.19,0.06,0.714,0.063,6.4,1.25,666201
Adri\xc3\xa1n Martinez,26,0,Maj-AL,"Apr 5, 2023",Oakland,,Cleveland,1,0,,,,2.0,3,2,2,3,1,0,0,9.0,,8,0,0,0,0,0,1,0,0,11,43,0.56,0.12,0.02,0.57,0.14,0.14,3.0,0.429,4.5,0.33,661309
Shane McClanahan,26,0,Maj-AL,"Apr 5, 2023",Tampa Bay,@,Washington,1,1,1.0,,,6.0,5,2,2,4,6,0,0,3.0,56,21,2,0,0,1,0,1,1,0,25,94,0.65,0.17,0.15,0.47,0.27,0.0,1.5,0.333,9.0,1.5,663556
Collin McHugh,36,0,Maj-NL,"Apr 5, 2023",Atlanta,@,St. Louis,1,0,,,,1.0,3,1,1,0,0,0,0,9.0,,5,2,0,0,0,0,0,0,0,5,27,0.67,0.22,0.07,0.2,0.6,0.0,3.0,0.6,0.0,,543521
Miles Mikolas,34,0,Maj-NL,"Apr 5, 2023",St. Louis,,Atlanta,1,1,,1.0,,6.0,9,5,5,1,6,1,0,7.5,39,26,2,0,0,0,1,1,0,0,28,98,0.72,0.15,0.12,0.38,0.38,0.05,1.667,0.4,9.0,6.0,571945
Hoby Milner,32,0,Maj-NL,"Apr 5, 2023",Milwaukee,,New York,1,0,,,,1.2,0,0,0,0,1,0,0,0.0,,4,0,0,0,1,0,0,0,0,4,14,0.79,0.36,0.07,0.67,0.0,0.0,0.0,0.0,5.4,,571948
Rafael Montero,32,0,Maj-AL,"Apr 5, 2023",Houston,,Detroit,1,0,,,,1.0,2,1,1,0,2,0,0,9.0,,5,0,1,0,0,0,0,0,0,5,18,0.67,0.22,0.11,0.0,0.67,0.0,2.0,0.667,18.0,,606160
Matt Moore,34,0,Maj-AL,"Apr 5, 2023",Los Angeles,@,Seattle,1,0,,,,0.2,1,1,1,0,1,0,0,13.5,,3,0,0,0,0,0,0,0,0,3,14,0.64,0.14,0.14,0.5,0.0,0.0,1.5,0.5,13.5,,519043
Eli Morgan,27,0,Maj-AL,"Apr 5, 2023",Cleveland,@,Oakland,1,0,1.0,,,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,2,0,0,4,19,0.79,0.32,0.05,0.33,0.33,0.0,1.0,0.333,9.0,,669212
Kyle Muller,25,0,Maj-AL,"Apr 5, 2023",Oakland,,Cleveland,1,1,,,,5.2,4,2,2,3,5,0,1,3.18,55,22,0,0,1,0,0,1,0,0,26,95,0.65,0.14,0.13,0.65,0.12,0.0,1.235,0.235,7.9,1.67,666205
Andr\xc3\xa9s Mu\xc3\xb1oz,24,0,Maj-AL,"Apr 5, 2023",Seattle,,Los Angeles,1,0,,,,0.1,2,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,16,0.69,0.13,0.25,1.0,0.0,0.0,9.0,1.0,27.0,1.0,662253
Penn Murfee,29,0,Maj-AL,"Apr 5, 2023",Seattle,,Los Angeles,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,13,0.85,0.15,0.23,0.5,0.5,0.0,0.0,0.0,9.0,,682171
Packy Naughton,27,0,Maj-NL,"Apr 5, 2023",St. Louis,,Atlanta,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,1,0,0,0,0,0,0,0,4,20,0.6,0.2,0.05,0.5,0.5,0.0,1.0,0.25,0.0,,676050
Aaron Nola,30,0,Maj-NL,"Apr 5, 2023",Philadelphia,@,New York,1,1,,1.0,,6.0,7,3,3,1,5,0,0,4.5,50,23,2,0,0,1,0,2,1,0,24,87,0.71,0.25,0.09,0.33,0.33,0.06,1.333,0.389,7.5,5.0,605400
Shohei Ohtani,28,0,Maj-AL,"Apr 5, 2023",Los Angeles,@,Seattle,1,1,1.0,,,6.0,3,1,1,4,8,0,2,1.5,66,19,0,0,0,1,0,0,0,0,25,111,0.58,0.22,0.13,0.45,0.27,0.09,1.167,0.273,12.0,2.0,660271
Kaleb Ort,31,0,Maj-AL,"Apr 5, 2023",Boston,,Pittsburgh,1,0,,,,1.0,2,2,2,0,1,0,0,18.0,,5,2,0,0,0,1,0,0,0,6,29,0.69,0.1,0.03,0.2,0.4,0.2,2.0,0.4,9.0,,672391
Adam Ottavino,37,0,Maj-NL,"Apr 5, 2023",New York,@,Milwaukee,1,0,,1.0,,0.0,1,1,1,0,0,1,0,inf,,1,0,0,0,0,0,0,0,0,1,7,0.57,0.14,0.0,0.0,0.0,0.0,,,,,493603
David Peterson,27,0,Maj-NL,"Apr 5, 2023",New York,@,Milwaukee,1,1,,,,4.0,5,5,5,5,5,1,0,11.25,32,16,1,0,0,0,0,0,1,1,21,92,0.53,0.13,0.12,0.27,0.55,0.0,2.5,0.4,11.3,1.0,656849
Colin Poche,29,0,Maj-AL,"Apr 5, 2023",Tampa Bay,@,Washington,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.77,0.0,0.08,0.0,0.5,0.0,1.0,0.25,0.0,,621363
Ryan Pressly,34,0,Maj-AL,"Apr 5, 2023",Houston,,Detroit,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.64,0.18,0.18,1.0,0.0,0.0,0.0,0.0,9.0,,519151
A.J. Puk,28,0,Maj-NL,"Apr 5, 2023",Miami,,Minnesota,1,0,,,,1.0,1,1,1,1,1,0,0,9.0,,4,0,0,0,0,0,0,0,0,5,27,0.59,0.22,0.11,0.33,0.0,0.0,2.0,0.333,9.0,1.0,640462
Jos\xc3\xa9 Quijada,27,0,Maj-AL,"Apr 5, 2023",Los Angeles,@,Seattle,1,0,,,1.0,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,17,0.65,0.12,0.12,0.67,0.0,0.0,1.0,0.333,9.0,,650671
David Robertson,38,0,Maj-NL,"Apr 5, 2023",New York,@,Milwaukee,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.58,0.25,0.08,0.33,0.0,0.0,0.0,0.0,0.0,,502085
Eduardo Rodriguez,30,0,Maj-AL,"Apr 5, 2023",Detroit,@,Houston,1,1,,1.0,,4.2,6,4,4,2,1,2,0,7.71,35,19,1,0,0,0,1,0,0,0,22,95,0.61,0.15,0.06,0.37,0.16,0.05,1.714,0.235,1.9,0.5,593958
Grayson Rodriguez,23,0,Maj-AL,"Apr 5, 2023",Baltimore,@,Texas,1,1,,,,5.0,4,2,2,1,5,0,0,3.6,55,19,1,0,0,0,0,0,0,0,20,83,0.64,0.11,0.14,0.57,0.43,0.0,1.0,0.286,9.0,5.0,680570
Tyler Rogers,32,0,Maj-NL,"Apr 5, 2023",San Francisco,@,Chicago,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.67,0.25,0.08,0.33,0.33,0.0,0.0,0.0,0.0,,643511
Jordan Romano,30,0,Maj-AL,"Apr 5, 2023",Toronto,@,Kansas City,1,0,,,1.0,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,14,0.71,0.21,0.07,0.67,0.0,0.0,1.0,0.333,9.0,,605447
Nick Sandlin,26,0,Maj-AL,"Apr 5, 2023",Cleveland,@,Oakland,1,0,,,,1.2,1,1,1,0,1,1,0,5.4,,6,0,0,0,0,0,0,0,0,6,24,0.67,0.13,0.13,0.4,0.0,0.0,0.6,0.0,5.4,,680704
John Schreiber,29,0,Maj-AL,"Apr 5, 2023",Boston,,Pittsburgh,1,0,,,,1.0,3,1,1,1,2,0,0,9.0,,6,1,0,0,0,0,0,0,0,7,24,0.58,0.21,0.13,0.5,0.25,0.0,4.0,0.75,18.0,2.0,670167
Drew Smith,29,0,Maj-NL,"Apr 5, 2023",New York,@,Milwaukee,1,0,,,,1.0,2,1,1,0,2,0,0,9.0,,5,1,0,0,0,0,1,0,0,5,29,0.55,0.21,0.03,0.0,0.67,0.0,2.0,0.667,18.0,,622098
Will Smith,33,0,Maj-AL,"Apr 5, 2023",Texas,,Baltimore,1,0,,,,1.1,0,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,16,0.56,0.19,0.25,0.0,0.0,0.0,0.0,0.0,13.5,,519293
Gregory Soto,28,0,Maj-NL,"Apr 5, 2023",Philadelphia,@,New York,1,0,,,,1.0,1,1,1,2,3,1,0,9.0,,4,0,0,0,0,0,0,0,0,6,34,0.62,0.09,0.26,0.0,0.0,0.0,3.0,,27.0,1.5,642397
Chris Stratton,32,0,Maj-NL,"Apr 5, 2023",St. Louis,,Atlanta,1,0,,,,2.0,0,0,0,0,2,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,28,0.75,0.14,0.14,0.5,0.25,0.0,0.0,0.0,9.0,,608717
Peter Strzelecki,28,0,Maj-NL,"Apr 5, 2023",Milwaukee,,New York,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.58,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,657265
Erik Swanson,29,0,Maj-AL,"Apr 5, 2023",Toronto,@,Kansas City,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.88,0.0,0.38,0.5,0.0,0.0,0.0,0.0,9.0,,657024
Caleb Thielbar,36,0,Maj-AL,"Apr 5, 2023",Minnesota,@,Miami,1,0,,,,0.2,2,2,2,0,1,1,0,27.0,,4,0,0,0,0,0,0,0,0,4,13,0.62,0.15,0.0,0.0,0.33,0.0,3.0,0.5,13.5,,573204
Ryan Thompson,31,0,Maj-AL,"Apr 5, 2023",Tampa Bay,@,Washington,1,0,,,,1.0,0,0,0,2,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,5,24,0.63,0.25,0.08,0.0,0.0,0.0,2.0,0.0,9.0,0.5,657044
Michael Tonkin,33,0,Maj-NL,"Apr 5, 2023",Atlanta,@,St. Louis,1,0,,,,1.0,1,1,1,0,1,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,17,0.71,0.18,0.06,0.33,0.33,0.33,1.0,0.0,9.0,,543859
Duane Underwood Jr.,28,0,Maj-NL,"Apr 5, 2023",Pittsburgh,@,Boston,1,0,,,1.0,1.0,1,0,0,0,0,0,0,0.0,,3,0,0,0,1,0,0,0,0,3,5,0.6,0.0,0.0,0.67,0.0,0.0,1.0,0.333,0.0,,621249
Austin Voth,31,0,Maj-AL,"Apr 5, 2023",Baltimore,@,Texas,1,0,,1.0,,1.1,4,3,3,0,3,1,0,20.25,,8,0,0,0,0,0,0,0,0,8,34,0.71,0.15,0.12,0.4,0.4,0.0,3.0,0.75,20.3,,608723
Thaddeus Ward,26,0,Maj-NL,"Apr 5, 2023",Washington,,Tampa Bay,1,0,,,,2.0,1,1,1,2,3,0,0,4.5,,7,0,0,0,0,0,0,0,0,9,40,0.6,0.23,0.08,0.25,0.25,0.0,1.5,0.25,13.5,1.5,663658
Logan Webb,26,0,Maj-NL,"Apr 5, 2023",San Francisco,@,Chicago,1,1,,1.0,,5.0,9,4,4,0,4,0,0,7.2,37,22,2,0,0,1,0,0,0,0,22,81,0.68,0.2,0.07,0.5,0.33,0.0,1.8,0.5,7.2,,657277
Devin Williams,28,0,Maj-NL,"Apr 5, 2023",Milwaukee,,New York,1,0,1.0,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.56,0.22,0.0,0.33,0.0,0.0,0.0,0.0,0.0,,642207
Rob Zastryzny,31,0,Maj-NL,"Apr 5, 2023",Pittsburgh,@,Boston,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.88,0.5,0.13,0.0,0.0,1.0,0.0,0.0,9.0,,642239
