Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Luis Garc\xc3\xada,36,0,Maj-NL,"Apr 4, 2023",San Diego,,Arizona,1,0,,1.0,,0.1,2,4,4,1,0,0,0,108.0,,3,0,0,0,0,0,2,0,1,5,21,0.43,0.1,0.05,0.5,0.25,0.0,9.0,0.667,0.0,0.0,472610
Yimi Garc\xc3\xada,32,0,Maj-AL,"Apr 4, 2023",Toronto,@,Kansas City,1,0,,,,1.1,1,0,0,0,0,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,20,0.55,0.2,0.0,0.2,0.4,0.2,0.75,0.2,0.0,,554340
Amir Garrett,31,0,Maj-AL,"Apr 4, 2023",Kansas City,,Toronto,1,0,,,,1.0,2,1,1,0,1,0,0,9.0,,5,1,0,0,0,0,0,0,0,5,13,0.85,0.08,0.31,0.25,0.25,0.0,2.0,0.5,9.0,,607237
Domingo Germ\xc3\xa1n,30,0,Maj-AL,"Apr 4, 2023",New York,,Philadelphia,1,1,,1.0,,4.2,4,4,4,0,8,2,0,7.71,48,18,0,0,0,0,0,0,0,0,18,75,0.69,0.19,0.2,0.3,0.4,0.1,0.857,0.25,15.4,,593334
Ian Gibaut,29,0,Maj-NL,"Apr 4, 2023",Cincinnati,,Chicago,1,0,,,,0.2,1,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.88,0.25,0.38,1.0,0.0,0.0,1.5,1.0,27.0,,664139
Kyle Gibson,35,0,Maj-AL,"Apr 4, 2023",Baltimore,@,Texas,1,1,1.0,,,7.0,6,2,2,0,5,2,0,2.57,62,25,0,0,0,2,0,0,0,0,25,88,0.66,0.22,0.09,0.35,0.3,0.0,0.857,0.222,6.4,,502043
Logan Gillaspie,26,0,Maj-AL,"Apr 4, 2023",Baltimore,@,Texas,1,0,,,,0.2,0,0,0,1,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,16,0.56,0.19,0.13,0.0,0.0,0.0,1.5,0.0,13.5,1.0,670810
Kevin Ginkel,29,0,Maj-NL,"Apr 4, 2023",Arizona,@,San Diego,1,0,1.0,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.45,0.18,0.09,0.5,0.0,0.0,0.0,0.0,9.0,,656464
Trevor Gott,30,0,Maj-AL,"Apr 4, 2023",Seattle,,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,15,0.73,0.13,0.07,0.5,0.0,0.0,1.0,0.25,0.0,,641627
Brusdar Graterol,24,0,Maj-NL,"Apr 4, 2023",Los Angeles,,Colorado,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,6,0.67,0.17,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,660813
Javy Guerra,27,0,Maj-NL,"Apr 4, 2023",Milwaukee,,New York,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,19,0.58,0.21,0.0,0.5,0.25,0.0,1.0,0.25,0.0,,642770
Brad Hand,33,0,Maj-NL,"Apr 4, 2023",Colorado,@,Los Angeles,1,0,,,,0.2,0,0,0,1,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,18,0.56,0.0,0.17,0.0,0.0,0.0,1.5,0.0,13.5,1.0,543272
Hobie Harris,30,0,Maj-NL,"Apr 4, 2023",Washington,,Tampa Bay,1,0,,,,0.2,0,0,0,1,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,10,0.5,0.1,0.3,0.0,0.0,0.0,1.5,0.0,13.5,1.0,665048
Hunter Harvey,28,0,Maj-NL,"Apr 4, 2023",Washington,,Tampa Bay,1,0,,,,1.0,1,1,1,1,1,0,0,9.0,,4,1,0,0,0,0,0,0,0,5,21,0.71,0.24,0.1,0.33,0.33,0.33,2.0,0.333,9.0,1.0,640451
Andrew Heaney,32,0,Maj-AL,"Apr 4, 2023",Texas,,Baltimore,1,1,,1.0,,2.2,7,7,7,2,2,2,0,23.63,16,15,2,0,0,0,0,0,0,0,17,69,0.64,0.17,0.1,0.31,0.46,0.08,3.375,0.455,6.8,1.0,571760
Taylor Hearn,28,0,Maj-AL,"Apr 4, 2023",Texas,,Baltimore,1,0,,,,2.1,0,0,0,0,3,0,0,0.0,,7,0,0,0,0,0,0,0,0,7,29,0.72,0.21,0.07,0.5,0.5,0.0,0.0,0.0,11.6,,621368
Carlos Hern\xc3\xa1ndez,26,0,Maj-AL,"Apr 4, 2023",Kansas City,,Toronto,1,0,,,,2.0,2,1,1,0,1,1,0,4.5,,8,0,0,0,0,0,0,0,0,8,33,0.73,0.18,0.12,0.29,0.14,0.0,1.0,0.167,4.5,,672578
Jose Hernandez,25,0,Maj-NL,"Apr 4, 2023",Pittsburgh,@,Boston,1,0,,,,0.1,0,0,0,0,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,4,1.0,0.5,0.0,,,,0.0,,27.0,,669796
Colin Holderman,27,0,Maj-NL,"Apr 4, 2023",Pittsburgh,@,Boston,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,18,0.67,0.11,0.0,0.33,0.33,0.0,0.0,0.0,0.0,,670059
Brent Honeywell Jr.,28,0,Maj-NL,"Apr 4, 2023",San Diego,,Arizona,1,0,,,,1.2,1,0,0,0,1,0,0,0.0,,5,0,0,0,0,1,2,0,0,6,26,0.65,0.12,0.12,0.6,0.2,0.2,0.6,0.2,5.4,,641703
Zach Jackson,28,0,Maj-AL,"Apr 4, 2023",Oakland,,Cleveland,1,0,,,,1.1,0,0,0,0,3,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,20,0.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,20.3,,667427
Drey Jameson,25,0,Maj-NL,"Apr 4, 2023",Arizona,@,San Diego,1,0,,,1.0,2.0,3,1,1,1,2,1,0,4.5,,9,1,0,0,0,0,0,0,0,10,38,0.55,0.18,0.13,0.43,0.14,0.0,2.0,0.333,9.0,2.0,686753
Dany Jim\xc3\xa9nez,29,0,Maj-AL,"Apr 4, 2023",Oakland,,Cleveland,1,0,,,,1.2,0,0,0,1,1,0,0,0.0,,5,0,0,0,0,0,0,0,0,6,22,0.55,0.18,0.09,0.25,0.0,0.5,0.6,0.0,5.4,1.0,666204
Joe Jim\xc3\xa9nez,28,0,Maj-NL,"Apr 4, 2023",Atlanta,@,St. Louis,1,0,,,,0.2,2,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,16,0.56,0.06,0.19,0.25,0.25,0.0,3.0,0.5,0.0,,641729
Pierce Johnson,32,0,Maj-NL,"Apr 4, 2023",Colorado,@,Los Angeles,1,0,,,,1.0,2,1,1,1,3,0,0,9.0,,5,2,0,0,0,0,0,0,0,6,28,0.54,0.29,0.11,0.0,1.0,0.0,3.0,1.0,27.0,3.0,572955
James Karinchak,27,0,Maj-AL,"Apr 4, 2023",Cleveland,@,Oakland,1,0,,1.0,,0.2,1,1,1,1,1,0,0,13.5,,3,0,0,0,0,0,0,0,0,4,12,0.67,0.17,0.33,0.5,0.5,0.0,3.0,0.5,13.5,1.0,675916
Kevin Kelly,25,0,Maj-AL,"Apr 4, 2023",Tampa Bay,@,Washington,1,0,,,,2.0,4,1,1,0,2,0,1,4.5,,10,1,0,0,0,0,0,0,0,11,38,0.71,0.13,0.18,0.13,0.5,0.13,2.0,0.5,9.0,,687330
Yusei Kikuchi,32,0,Maj-AL,"Apr 4, 2023",Toronto,@,Kansas City,1,1,1.0,,,5.0,3,1,1,1,2,1,0,1.8,58,17,0,0,0,0,0,0,0,0,18,69,0.68,0.13,0.13,0.47,0.27,0.0,0.8,0.143,3.6,2.0,579328
Craig Kimbrel,35,0,Maj-NL,"Apr 4, 2023",Philadelphia,@,New York,1,0,,,,1.0,2,1,1,1,0,1,0,9.0,,5,0,0,0,0,0,0,0,0,6,23,0.61,0.3,0.04,0.2,0.0,0.2,3.0,0.25,0.0,0.0,518886
Michael King,28,0,Maj-AL,"Apr 4, 2023",New York,,Philadelphia,1,0,,,,1.1,4,0,0,0,1,0,0,0.0,,8,0,0,0,0,0,0,0,0,8,31,0.65,0.13,0.13,0.57,0.29,0.0,3.0,0.571,6.8,,650633
Chad Kuhl,30,0,Maj-NL,"Apr 4, 2023",Washington,,Tampa Bay,1,1,,,,5.0,4,4,4,1,4,1,0,7.2,46,18,1,0,0,0,1,0,0,0,20,81,0.63,0.17,0.14,0.2,0.27,0.0,1.0,0.214,7.2,4.0,641771
Joel Kuhnel,28,0,Maj-NL,"Apr 4, 2023",Cincinnati,,Chicago,1,0,,,,2.0,5,3,3,1,0,0,0,13.5,,10,2,0,0,1,0,1,0,0,11,37,0.73,0.22,0.08,0.6,0.3,0.0,3.0,0.5,0.0,0.0,669270
Justin Lawrence,28,0,Maj-NL,"Apr 4, 2023",Colorado,@,Los Angeles,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,2,0,0,0,1,0,0,0,0,3,10,0.6,0.3,0.2,1.0,0.0,0.0,1.0,0.0,9.0,1.0,664875
Dylan Lee,28,0,Maj-NL,"Apr 4, 2023",Atlanta,@,St. Louis,1,0,,,,0.1,1,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,3,0.67,0.33,0.0,0.0,1.0,0.0,3.0,1.0,0.0,,669276
Kenta Maeda,35,0,Maj-AL,"Apr 4, 2023",Minnesota,@,Miami,1,1,,1.0,,5.0,3,1,1,0,9,1,0,1.8,66,18,0,0,0,0,0,1,0,0,18,80,0.69,0.18,0.21,0.22,0.22,0.0,0.6,0.25,16.2,,628317
Matt Manning,25,0,Maj-AL,"Apr 4, 2023",Detroit,@,Houston,1,1,1.0,,,5.2,6,2,2,2,4,1,0,3.18,51,21,0,0,0,0,0,0,0,1,23,89,0.61,0.17,0.07,0.41,0.24,0.0,1.412,0.313,6.4,2.0,666159
Germ\xc3\xa1n M\xc3\xa1rquez,28,0,Maj-NL,"Apr 4, 2023",Colorado,@,Los Angeles,1,1,,1.0,,5.1,5,4,4,2,4,3,0,6.75,44,19,0,0,0,1,0,0,1,0,21,95,0.57,0.12,0.09,0.53,0.13,0.0,1.313,0.167,6.8,2.0,608566
Seth Martinez,28,0,Maj-AL,"Apr 4, 2023",Houston,,Detroit,1,0,,,,1.0,2,1,1,0,1,0,0,9.0,,5,1,0,0,0,0,0,0,0,5,20,0.75,0.2,0.1,0.5,0.5,0.0,2.0,0.5,9.0,,661527
Steven Matz,32,0,Maj-NL,"Apr 4, 2023",St. Louis,,Atlanta,1,1,,1.0,,5.1,10,4,4,1,7,2,0,6.75,38,24,1,0,0,1,0,1,0,0,25,94,0.66,0.19,0.14,0.47,0.24,0.0,2.063,0.533,11.8,7.0,571927
Trevor May,33,0,Maj-AL,"Apr 4, 2023",Oakland,,Cleveland,1,0,1.0,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,22,0.64,0.14,0.05,0.33,0.0,0.33,1.0,0.0,9.0,1.0,543507
Tim Mayza,31,0,Maj-AL,"Apr 4, 2023",Toronto,@,Kansas City,1,0,,,,1.1,0,0,0,0,4,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,19,0.68,0.26,0.21,,,,0.0,,27.0,,641835
Julian Merryweather,31,0,Maj-NL,"Apr 4, 2023",Chicago,@,Cincinnati,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,10,0.7,0.0,0.2,0.67,0.33,0.0,1.0,0.333,9.0,,657240
Wade Miley,36,0,Maj-NL,"Apr 4, 2023",Milwaukee,,New York,1,1,1.0,,,6.0,5,0,0,0,3,0,1,0.0,65,22,0,0,0,1,0,0,0,0,23,79,0.65,0.11,0.09,0.26,0.11,0.11,0.833,0.263,4.5,,489119
Hoby Milner,32,0,Maj-NL,"Apr 4, 2023",Milwaukee,,New York,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,14,0.64,0.21,0.0,0.5,0.25,0.0,1.0,0.25,0.0,,571948
A.J. Minter,29,0,Maj-NL,"Apr 4, 2023",Atlanta,@,St. Louis,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.82,0.18,0.18,0.5,0.0,0.5,0.0,0.0,9.0,,621345
Sam Moll,31,0,Maj-AL,"Apr 4, 2023",Oakland,,Cleveland,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,5,0.6,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,594580
Jovani Moran,26,0,Maj-AL,"Apr 4, 2023",Minnesota,@,Miami,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,15,0.47,0.27,0.07,0.0,0.5,0.0,0.0,0.0,9.0,,663558
Dauri Moreta,27,0,Maj-NL,"Apr 4, 2023",Pittsburgh,@,Boston,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,,4,1,0,0,0,0,0,0,0,4,22,0.59,0.23,0.05,0.0,0.33,0.67,1.0,0.333,9.0,,664294
Adam Ottavino,37,0,Maj-NL,"Apr 4, 2023",New York,@,Milwaukee,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,3,0,0,0,1,0,0,0,0,3,19,0.63,0.05,0.05,0.67,0.0,0.0,1.0,0.333,0.0,,493603
Emilio Pag\xc3\xa1n,32,0,Maj-AL,"Apr 4, 2023",Minnesota,@,Miami,1,0,,,,2.0,0,0,0,1,2,0,0,0.0,,5,0,0,0,1,0,0,0,0,6,26,0.54,0.19,0.12,0.33,0.0,0.0,0.5,0.0,9.0,2.0,641941
Andre Pallante,24,0,Maj-NL,"Apr 4, 2023",St. Louis,,Atlanta,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.88,0.5,0.13,1.0,0.0,0.0,0.0,0.0,9.0,,669467
Cionel P\xc3\xa9rez,27,0,Maj-AL,"Apr 4, 2023",Baltimore,@,Texas,1,0,,,,1.1,1,0,0,0,2,0,0,0.0,,5,1,0,0,0,0,0,0,0,5,17,0.65,0.35,0.06,0.33,0.33,0.0,0.75,0.333,13.5,,672335
Evan Phillips,28,0,Maj-NL,"Apr 4, 2023",Los Angeles,,Colorado,1,0,,,1.0,0.2,0,0,0,0,0,0,1,0.0,,1,0,0,0,0,1,0,0,0,3,12,0.5,0.08,0.17,0.5,0.0,0.0,0.0,0.0,0.0,,623465
Nick Pivetta,30,0,Maj-AL,"Apr 4, 2023",Boston,,Pittsburgh,1,1,,1.0,,5.0,3,3,1,3,6,2,0,1.8,56,19,1,0,0,0,0,1,0,0,22,87,0.62,0.23,0.07,0.31,0.08,0.0,1.2,0.091,10.8,2.0,601713
Brooks Raley,35,0,Maj-NL,"Apr 4, 2023",New York,@,Milwaukee,1,0,,,,1.0,4,4,4,0,1,2,0,36.0,,7,0,0,0,0,0,0,0,0,7,27,0.63,0.15,0.11,0.17,0.33,0.0,4.0,0.5,9.0,,548384
Erasmo Ram\xc3\xadrez,33,0,Maj-NL,"Apr 4, 2023",Washington,,Tampa Bay,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.55,0.27,0.0,0.67,0.0,0.0,0.0,0.0,0.0,,541640
Denyi Reyes,26,0,Maj-NL,"Apr 4, 2023",New York,@,Milwaukee,1,0,,,,0.2,0,0,0,0,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,3,1.0,0.33,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,660593
Jordan Romano,30,0,Maj-AL,"Apr 4, 2023",Toronto,@,Kansas City,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.64,0.14,0.21,0.0,0.5,0.0,0.0,0.0,9.0,,605447
Michael Rucker,29,0,Maj-NL,"Apr 4, 2023",Chicago,@,Cincinnati,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,8,0.63,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,,621074
Reiver Sanmartin,27,0,Maj-NL,"Apr 4, 2023",Cincinnati,,Chicago,1,0,,,,0.0,2,3,1,1,0,0,0,inf,,3,0,0,0,0,0,0,0,0,4,13,0.46,0.15,0.0,0.33,0.67,0.0,,0.667,,0.0,665665
Max Scherzer,38,0,Maj-NL,"Apr 4, 2023",New York,@,Milwaukee,1,1,,1.0,,5.1,8,5,5,2,2,3,0,8.44,32,23,1,0,0,0,0,1,0,0,25,95,0.67,0.14,0.13,0.19,0.33,0.14,1.875,0.278,3.4,1.0,453286
JP Sears,27,0,Maj-AL,"Apr 4, 2023",Oakland,,Cleveland,1,1,,,,4.2,8,3,3,1,5,1,0,5.79,40,20,1,1,0,1,0,0,0,0,21,98,0.65,0.18,0.12,0.33,0.2,0.13,1.929,0.5,9.6,5.0,676664
Paul Sewald,33,0,Maj-AL,"Apr 4, 2023",Seattle,,Los Angeles,1,0,,,,1.0,3,2,2,1,1,0,0,18.0,,5,0,0,0,0,1,0,0,0,7,30,0.63,0.27,0.03,0.2,0.4,0.2,4.0,0.6,9.0,1.0,623149
