Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Jimmy Lambert,28,0,Maj-AL,"Mar 31, 2023",Chicago,@,Houston,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,4,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,669424
Jes\xc3\xbas Luzardo,25,0,Maj-NL,"Mar 31, 2023",Miami,,New York,1,1,1.0,,,5.2,2,0,0,4,5,0,0,0.0,66,17,0,0,0,1,0,1,1,0,21,91,0.56,0.14,0.16,0.42,0.08,0.25,1.059,0.167,7.9,1.25,666200
Lance Lynn,36,0,Maj-AL,"Mar 31, 2023",Chicago,@,Houston,1,1,,,,5.2,3,2,2,4,6,1,1,3.18,57,18,0,0,0,1,0,0,1,0,23,96,0.57,0.13,0.17,0.17,0.25,0.17,1.235,0.182,9.5,1.5,458681
Nick Martinez,32,0,Maj-NL,"Mar 31, 2023",San Diego,,Colorado,1,1,,1.0,,7.0,6,4,4,2,5,1,0,5.14,52,27,0,0,0,0,0,1,0,0,29,101,0.68,0.17,0.13,0.55,0.14,0.0,1.143,0.238,6.4,2.5,607259
Seth Martinez,28,0,Maj-AL,"Mar 31, 2023",Houston,,Chicago,1,0,1.0,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.69,0.08,0.08,0.5,0.25,0.0,1.0,0.25,0.0,,661527
Phil Maton,30,0,Maj-AL,"Mar 31, 2023",Houston,,Chicago,1,0,,,,1.0,0,0,0,0,1,0,1,0.0,,3,0,0,0,0,0,0,0,0,4,13,0.69,0.23,0.08,0.5,0.0,0.0,0.0,0.0,9.0,,664208
Dustin May,25,0,Maj-NL,"Mar 31, 2023",Los Angeles,,Arizona,1,1,,,,7.0,3,0,0,1,4,0,0,0.0,74,24,1,0,0,0,0,0,0,0,25,84,0.67,0.14,0.1,0.55,0.2,0.05,0.571,0.15,5.1,4.0,669160
Scott McGough,33,0,Maj-NL,"Mar 31, 2023",Arizona,@,Los Angeles,1,0,,,,0.1,0,0,0,2,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,3,13,0.31,0.08,0.08,0.0,1.0,0.0,6.0,0.0,0.0,0.0,543518
Rafael Montero,32,0,Maj-AL,"Mar 31, 2023",Houston,,Chicago,1,0,,,1.0,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,20,0.65,0.15,0.1,0.33,0.33,0.0,1.0,0.333,9.0,,606160
Eli Morgan,27,0,Maj-AL,"Mar 31, 2023",Cleveland,@,Seattle,1,0,,,,1.0,1,0,0,1,3,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,22,0.64,0.18,0.18,1.0,0.0,0.0,2.0,1.0,27.0,3.0,669212
Penn Murfee,29,0,Maj-AL,"Mar 31, 2023",Seattle,,Cleveland,1,0,,,,0.1,1,0,0,0,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,7,0.86,0.14,0.0,0.5,0.0,0.5,3.0,0.5,0.0,,682171
David Peterson,27,0,Maj-NL,"Mar 31, 2023",New York,@,Miami,1,1,,1.0,,5.0,8,1,1,1,5,1,0,1.8,51,21,0,1,0,1,0,0,0,0,22,84,0.61,0.15,0.12,0.69,0.13,0.0,1.8,0.467,9.0,5.0,656849
Evan Phillips,28,0,Maj-NL,"Mar 31, 2023",Los Angeles,,Arizona,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,623465
A.J. Puk,28,0,Maj-NL,"Mar 31, 2023",Miami,,New York,1,0,,,1.0,1.0,1,1,1,0,2,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,10,1.0,0.2,0.4,0.5,0.0,0.0,1.0,0.0,18.0,,640462
Robbie Ray,31,0,Maj-AL,"Mar 31, 2023",Seattle,,Cleveland,1,1,,1.0,,3.1,4,5,3,5,3,0,0,8.1,34,13,1,0,0,0,1,2,0,0,19,91,0.56,0.08,0.11,0.64,0.09,0.09,2.7,0.364,8.1,0.6,592662
Jos\xc3\xa9 Ruiz,28,0,Maj-AL,"Mar 31, 2023",Chicago,@,Houston,1,0,,,,1.0,1,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,2,0,0,4,18,0.61,0.11,0.33,0.5,0.0,0.0,1.0,0.5,18.0,,614179
Nick Sandlin,26,0,Maj-AL,"Mar 31, 2023",Cleveland,@,Seattle,1,0,1.0,,,1.1,1,0,0,0,1,0,0,0.0,,5,1,0,0,0,0,1,0,0,5,18,0.67,0.22,0.06,0.75,0.25,0.0,0.75,0.25,6.8,,680704
Trevor Stephan,27,0,Maj-AL,"Mar 31, 2023",Cleveland,@,Seattle,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.82,0.0,0.36,0.0,0.0,0.0,0.0,0.0,18.0,,663986
Brent Suter,33,0,Maj-NL,"Mar 31, 2023",Colorado,@,San Diego,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,13,0.62,0.23,0.08,0.0,0.0,1.0,0.0,0.0,9.0,,608718
Alex Vesia,27,0,Maj-NL,"Mar 31, 2023",Los Angeles,,Arizona,1,0,,1.0,,0.2,3,2,2,0,0,1,0,27.0,,5,1,0,0,0,0,0,0,0,5,22,0.64,0.14,0.05,0.2,0.4,0.0,4.5,0.5,0.0,,681911
