Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Adam Cimber,32,0,Maj-AL,"Apr 8, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,1,1,1,1,0,1,0,9.0,,3,0,0,0,1,0,0,0,0,4,15,0.53,0.13,0.0,0.33,0.0,0.0,2.0,0.0,0.0,0.0,643256
Taylor Clarke,30,0,Maj-AL,"Apr 8, 2023",Kansas City,@,San Francisco,1,0,1.0,,,1.0,3,0,0,0,3,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,22,0.73,0.05,0.32,0.67,0.33,0.0,3.0,1.0,27.0,,664199
Mike Clevinger,32,0,Maj-AL,"Apr 8, 2023",Chicago,@,Pittsburgh,1,1,1.0,,,5.1,8,4,4,2,1,0,0,6.75,35,22,2,0,0,0,2,3,0,1,26,89,0.61,0.17,0.03,0.26,0.39,0.04,1.875,0.348,1.7,0.5,605182
John Curtiss,30,0,Maj-NL,"Apr 8, 2023",New York,,Miami,1,0,,,,1.1,0,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.69,0.23,0.0,0.75,0.0,0.25,0.0,0.0,0.0,,595928
Zach Davies,30,0,Maj-NL,"Apr 8, 2023",Arizona,,Los Angeles,1,1,,,,4.1,5,5,5,4,3,1,0,10.38,32,16,1,0,0,1,1,0,0,0,21,85,0.55,0.19,0.09,0.29,0.43,0.0,2.077,0.308,6.2,0.75,605200
Chase De Jong,29,0,Maj-NL,"Apr 8, 2023",Pittsburgh,,Chicago,1,0,,,,2.2,2,1,1,1,2,0,1,3.38,,9,1,0,0,0,1,0,0,0,12,39,0.67,0.23,0.08,0.5,0.13,0.0,1.125,0.25,6.8,2.0,608328
Enyel De Los Santos,27,0,Maj-AL,"Apr 8, 2023",Cleveland,,Seattle,1,0,,,,1.0,2,0,0,0,1,0,1,0.0,,4,0,0,0,0,0,0,0,1,5,15,0.47,0.07,0.13,0.67,0.33,0.0,2.0,0.667,9.0,,660853
Alexis D\xc3\xadaz,26,0,Maj-NL,"Apr 8, 2023",Cincinnati,@,Philadelphia,1,0,,1.0,,1.0,2,3,3,1,3,0,0,27.0,,5,0,0,0,0,0,0,0,0,6,32,0.59,0.06,0.19,1.0,0.0,0.0,3.0,1.0,27.0,3.0,664747
Seranthony Dom\xc3\xadnguez,28,0,Maj-NL,"Apr 8, 2023",Philadelphia,,Cincinnati,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,7,0.57,0.14,0.0,0.33,0.33,0.33,0.0,0.0,0.0,,622554
Camilo Doval,25,0,Maj-NL,"Apr 8, 2023",San Francisco,,Kansas City,1,0,,1.0,,1.0,1,1,1,0,1,0,0,9.0,,4,1,0,0,0,0,0,0,0,4,14,0.71,0.14,0.07,0.33,0.33,0.33,1.0,0.333,9.0,,666808
Dane Dunning,28,0,Maj-AL,"Apr 8, 2023",Texas,@,Chicago,1,0,,,,0.1,1,1,0,1,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,11,0.55,0.09,0.09,0.5,0.5,0.0,6.0,0.5,0.0,0.0,641540
Jhoan Duran,25,0,Maj-AL,"Apr 8, 2023",Minnesota,,Houston,1,0,,,1.0,0.1,0,0,0,0,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,3,1.0,0.33,0.33,,,,0.0,,27.0,,661395
Carl Edwards Jr.,31,0,Maj-NL,"Apr 8, 2023",Washington,@,Colorado,1,0,,,1.0,1.0,3,1,1,0,1,0,0,9.0,,6,1,0,0,0,0,0,0,0,6,20,0.65,0.15,0.1,0.2,0.4,0.0,3.0,0.6,9.0,,605218
Carlos Est\xc3\xa9vez,30,0,Maj-AL,"Apr 8, 2023",Los Angeles,,Toronto,1,0,,,,1.0,1,0,0,1,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,18,0.61,0.17,0.06,0.0,1.0,0.0,2.0,0.5,18.0,2.0,608032
Bailey Falter,26,0,Maj-NL,"Apr 8, 2023",Philadelphia,,Cincinnati,1,1,,,,5.0,4,1,1,0,2,1,0,1.8,57,19,0,0,0,0,0,0,0,0,19,86,0.6,0.14,0.05,0.35,0.29,0.0,0.8,0.188,3.6,,663559
Jeurys Familia,33,0,Maj-AL,"Apr 8, 2023",Oakland,@,Tampa Bay,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.78,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,,544727
Matt Festa,30,0,Maj-AL,"Apr 8, 2023",Seattle,@,Cleveland,1,0,,,,0.1,1,1,1,1,0,0,0,27.0,,2,0,0,0,0,0,1,0,0,3,14,0.43,0.14,0.0,0.5,0.0,0.0,6.0,0.5,0.0,0.0,670036
Kyle Finnegan,31,0,Maj-NL,"Apr 8, 2023",Washington,@,Colorado,1,0,,,,1.0,1,0,0,1,1,0,0,0.0,,3,0,0,0,1,0,0,0,0,4,18,0.56,0.17,0.17,0.5,0.0,0.0,2.0,0.5,9.0,1.0,640448
Luis Fr\xc3\xadas,25,0,Maj-NL,"Apr 8, 2023",Arizona,,Los Angeles,1,0,,,,1.2,2,1,1,0,2,0,0,5.4,,6,1,0,0,1,0,0,0,0,6,17,0.71,0.06,0.35,0.75,0.0,0.0,1.2,0.5,10.8,,666818
Shintaro Fujinami,29,0,Maj-AL,"Apr 8, 2023",Oakland,@,Tampa Bay,1,1,,1.0,,4.1,3,5,5,4,1,0,1,10.38,34,16,0,0,0,0,0,0,0,0,21,79,0.51,0.08,0.14,0.27,0.27,0.13,1.615,0.2,2.1,0.25,660261
Luis Garc\xc3\xada,36,0,Maj-NL,"Apr 8, 2023",San Diego,@,Atlanta,1,0,,,,1.0,2,1,1,0,1,0,0,9.0,,5,1,0,0,0,0,0,0,0,5,16,0.69,0.25,0.13,0.5,0.25,0.0,2.0,0.5,9.0,,472610
Luis Garcia,26,0,Maj-AL,"Apr 8, 2023",Houston,@,Minnesota,1,1,,,,4.0,6,4,4,3,4,1,0,9.0,35,17,1,0,0,0,0,0,0,0,20,86,0.58,0.1,0.1,0.08,0.62,0.0,2.25,0.417,9.0,1.33,677651
Amir Garrett,31,0,Maj-AL,"Apr 8, 2023",Kansas City,@,San Francisco,1,0,,,,1.0,1,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,14,0.79,0.21,0.21,0.0,0.0,0.0,1.0,0.5,18.0,,607237
Ian Gibaut,29,0,Maj-NL,"Apr 8, 2023",Cincinnati,@,Philadelphia,1,0,,,,0.1,1,0,0,0,0,0,0,0.0,,1,0,0,0,0,1,1,0,0,2,8,0.63,0.13,0.0,0.5,0.0,0.0,3.0,0.5,0.0,,664139
Kevin Ginkel,29,0,Maj-NL,"Apr 8, 2023",Arizona,,Los Angeles,1,0,,,,0.2,2,1,1,0,1,0,0,13.5,,4,2,0,0,0,0,0,0,0,4,20,0.65,0.15,0.2,0.67,0.0,0.0,3.0,0.667,13.5,,656464
Austin Gomber,29,0,Maj-NL,"Apr 8, 2023",Colorado,,Washington,1,1,,1.0,,4.2,7,5,5,1,5,1,0,9.64,34,20,4,0,0,0,0,0,0,0,22,82,0.59,0.12,0.1,0.38,0.31,0.06,1.714,0.429,9.6,5.0,596295
Marco Gonzales,31,0,Maj-AL,"Apr 8, 2023",Seattle,@,Cleveland,1,1,1.0,,,5.2,6,1,1,3,5,0,0,1.59,55,22,4,0,0,1,0,0,0,0,25,93,0.67,0.2,0.09,0.35,0.53,0.0,1.588,0.353,7.9,1.67,594835
Brusdar Graterol,24,0,Maj-NL,"Apr 8, 2023",Los Angeles,@,Arizona,1,0,,,,1.0,2,2,2,0,1,0,0,18.0,,4,1,1,0,0,1,0,0,0,5,16,0.75,0.06,0.13,0.5,0.25,0.0,2.0,0.5,9.0,,660813
Kendall Graveman,32,0,Maj-AL,"Apr 8, 2023",Chicago,@,Pittsburgh,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,17,0.71,0.29,0.12,0.5,0.0,0.0,1.0,0.0,9.0,1.0,608665
Javy Guerra,27,0,Maj-NL,"Apr 8, 2023",Milwaukee,,St. Louis,1,0,,,,2.0,1,0,0,1,2,0,1,0.0,,6,0,0,0,1,0,0,0,0,8,28,0.57,0.14,0.14,0.25,0.5,0.0,1.0,0.25,9.0,2.0,642770
Josh Hader,29,0,Maj-NL,"Apr 8, 2023",San Diego,@,Atlanta,1,0,,,1.0,1.0,1,0,0,1,3,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,29,0.59,0.14,0.14,0.0,0.0,0.0,2.0,1.0,27.0,3.0,623352
Hunter Harvey,28,0,Maj-NL,"Apr 8, 2023",Washington,@,Colorado,1,0,,,,0.2,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,1,0,0,0,2,5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,640451
Taylor Hearn,28,0,Maj-AL,"Apr 8, 2023",Texas,@,Chicago,1,0,,,,1.2,5,4,4,1,2,1,0,21.6,,10,0,0,0,0,0,1,0,0,11,49,0.61,0.12,0.1,0.25,0.5,0.0,3.6,0.571,10.8,2.0,621368
Jose Hernandez,25,0,Maj-NL,"Apr 8, 2023",Pittsburgh,,Chicago,1,0,,,,2.0,0,0,0,0,2,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,21,0.71,0.1,0.29,0.5,0.25,0.25,0.0,0.0,9.0,,669796
Garrett Hill,27,0,Maj-AL,"Apr 8, 2023",Detroit,,Boston,1,0,,,,3.1,2,3,3,2,2,2,0,8.1,,12,0,0,0,0,0,0,0,0,14,43,0.56,0.14,0.07,0.3,0.1,0.1,1.2,0.0,5.4,1.0,682051
Clay Holmes,30,0,Maj-AL,"Apr 8, 2023",New York,@,Baltimore,1,0,,,1.0,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,14,0.5,0.21,0.07,0.5,0.5,0.0,1.0,0.0,9.0,1.0,605280
Tanner Houck,27,0,Maj-AL,"Apr 8, 2023",Boston,@,Detroit,1,1,1.0,,,5.0,3,2,2,2,4,0,0,3.6,55,16,1,0,0,1,1,0,0,0,19,74,0.61,0.2,0.11,0.92,0.0,0.0,1.0,0.231,7.2,2.0,656557
Cole Irvin,29,0,Maj-AL,"Apr 8, 2023",Baltimore,,New York,1,1,,1.0,,4.2,4,3,3,4,5,0,0,5.79,45,16,1,1,0,1,1,0,0,0,21,101,0.64,0.11,0.07,0.25,0.25,0.08,1.714,0.333,9.6,1.25,608344
Andre Jackson,27,0,Maj-NL,"Apr 8, 2023",Los Angeles,@,Arizona,1,0,,,,2.0,5,3,3,0,2,0,0,13.5,,10,1,0,0,0,0,0,0,0,10,30,0.7,0.13,0.13,0.5,0.5,0.0,2.5,0.625,9.0,,656578
Griffin Jax,28,0,Maj-AL,"Apr 8, 2023",Minnesota,,Houston,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.67,0.25,0.17,1.0,0.0,0.0,0.0,0.0,18.0,,643377
Joe Kelly,35,0,Maj-AL,"Apr 8, 2023",Chicago,@,Pittsburgh,1,0,,,,0.2,0,0,0,0,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,10,0.6,0.1,0.1,1.0,0.0,0.0,0.0,0.0,13.5,,523260
Kevin Kelly,25,0,Maj-AL,"Apr 8, 2023",Tampa Bay,,Oakland,1,0,,,,2.0,0,0,0,0,3,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,26,0.62,0.27,0.08,0.33,0.0,0.67,0.0,0.0,13.5,,687330
Zack Kelly,28,0,Maj-AL,"Apr 8, 2023",Boston,@,Detroit,1,0,,,,2.0,0,0,0,1,1,0,0,0.0,,6,0,0,0,0,0,0,0,0,8,32,0.56,0.19,0.06,0.8,0.0,0.0,0.5,0.0,4.5,1.0,677161
Ian Kennedy,38,0,Maj-AL,"Apr 8, 2023",Texas,@,Chicago,1,0,,,,0.1,2,2,1,0,1,0,0,27.0,,3,0,0,0,0,0,0,0,0,3,13,0.54,0.0,0.31,0.5,0.0,0.0,6.0,1.0,27.0,,453178
Michael King,28,0,Maj-AL,"Apr 8, 2023",New York,@,Baltimore,1,0,,,,2.0,1,0,0,0,3,0,0,0.0,,7,0,0,0,0,0,0,0,0,7,32,0.66,0.22,0.09,0.0,0.5,0.0,0.5,0.25,13.5,,650633
Eric Lauer,28,0,Maj-NL,"Apr 8, 2023",Milwaukee,,St. Louis,1,1,,1.0,,4.0,7,6,6,3,4,2,0,13.5,25,18,1,0,0,0,1,0,0,0,22,93,0.66,0.17,0.08,0.27,0.2,0.0,2.5,0.385,9.0,1.33,641778
Dylan Lee,28,0,Maj-NL,"Apr 8, 2023",Atlanta,,San Diego,1,0,,,,2.0,0,0,0,0,2,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,26,0.65,0.23,0.08,0.25,0.25,0.0,0.0,0.0,9.0,,669276
Nick Lodolo,25,0,Maj-NL,"Apr 8, 2023",Cincinnati,@,Philadelphia,1,1,,,,7.0,3,0,0,2,12,0,0,0.0,81,24,1,0,1,1,0,0,0,0,27,106,0.64,0.19,0.11,0.38,0.31,0.15,0.714,0.25,15.4,6.0,666157
Jorge L\xc3\xb3pez,30,0,Maj-AL,"Apr 8, 2023",Minnesota,,Houston,1,0,,,,1.0,0,0,0,0,3,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.71,0.21,0.29,,,,0.0,,27.0,,605347
Reynaldo L\xc3\xb3pez,29,0,Maj-AL,"Apr 8, 2023",Chicago,@,Pittsburgh,1,0,,,,1.0,1,1,1,0,2,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,13,0.85,0.08,0.31,0.0,0.0,0.5,1.0,0.0,18.0,,625643
Aaron Loup,35,0,Maj-AL,"Apr 8, 2023",Los Angeles,,Toronto,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,571901
Sean Manaea,31,0,Maj-NL,"Apr 8, 2023",San Francisco,,Kansas City,1,1,,,,6.0,3,1,1,1,8,1,1,1.5,69,20,1,0,0,1,0,0,0,0,22,76,0.71,0.13,0.17,0.42,0.25,0.0,0.667,0.182,12.0,8.0,640455
Seth Martinez,28,0,Maj-AL,"Apr 8, 2023",Houston,@,Minnesota,1,0,,1.0,,1.0,2,1,1,0,1,0,0,9.0,,5,1,0,0,0,0,0,0,0,5,19,0.79,0.16,0.21,0.5,0.25,0.0,2.0,0.5,9.0,,661527
Phil Maton,30,0,Maj-AL,"Apr 8, 2023",Houston,@,Minnesota,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,7,0.86,0.14,0.29,0.5,0.5,0.0,0.0,0.0,9.0,,664208
Scott McGough,33,0,Maj-NL,"Apr 8, 2023",Arizona,,Los Angeles,1,0,,,,1.1,1,1,1,0,2,1,0,6.75,,5,0,0,0,0,0,0,0,0,5,16,0.88,0.38,0.13,0.67,0.0,0.0,0.75,0.0,13.5,,543518
Zach McKinstry,28,0,Maj-AL,"Apr 8, 2023",Detroit,,Boston,1,0,,,,1.0,3,2,2,0,0,1,0,18.0,,6,1,0,0,0,0,0,0,0,6,22,0.68,0.27,0.0,0.5,0.17,0.17,3.0,0.4,0.0,,656716
Sam Moll,31,0,Maj-AL,"Apr 8, 2023",Oakland,@,Tampa Bay,1,0,,,,0.2,0,0,0,0,0,0,2,0.0,,2,0,0,0,0,0,0,0,0,4,14,0.5,0.14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,594580
Jordan Montgomery,30,0,Maj-NL,"Apr 8, 2023",St. Louis,@,Milwaukee,1,1,1.0,,,7.0,3,0,0,2,9,0,0,0.0,78,24,1,0,0,0,0,0,0,0,26,100,0.61,0.15,0.14,0.47,0.13,0.13,0.714,0.2,11.6,4.5,656756
Jovani Moran,26,0,Maj-AL,"Apr 8, 2023",Minnesota,,Houston,1,0,,,,0.2,4,2,2,0,1,1,0,27.0,,6,0,0,0,0,0,0,0,0,6,20,0.7,0.15,0.05,0.4,0.2,0.0,6.0,0.75,13.5,,663558
Eli Morgan,27,0,Maj-AL,"Apr 8, 2023",Cleveland,,Seattle,1,0,,,,2.0,0,0,0,0,3,0,0,0.0,,6,0,0,0,0,0,0,0,0,6,20,0.65,0.15,0.25,0.0,0.33,0.0,0.0,0.0,13.5,,669212
Charlie Morton,39,0,Maj-NL,"Apr 8, 2023",Atlanta,,San Diego,1,1,,1.0,,5.0,6,3,2,3,6,1,1,3.6,48,21,1,0,0,1,0,1,0,0,25,104,0.61,0.15,0.11,0.47,0.33,0.0,1.8,0.357,10.8,2.0,450203
Penn Murfee,29,0,Maj-AL,"Apr 8, 2023",Seattle,@,Cleveland,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,7,0.86,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,,682171
Andrew Nardi,24,0,Maj-NL,"Apr 8, 2023",Miami,@,New York,1,0,,,,0.2,0,0,0,1,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,20,0.75,0.05,0.05,0.5,0.5,0.0,1.5,0.0,0.0,0.0,677053
Kyle Nelson,26,0,Maj-NL,"Apr 8, 2023",Arizona,,Los Angeles,1,0,1.0,,,1.0,1,0,0,1,1,0,0,0.0,,4,1,0,0,0,0,0,0,0,5,21,0.67,0.19,0.14,0.33,0.33,0.0,2.0,0.333,9.0,1.0,669459
Kaleb Ort,31,0,Maj-AL,"Apr 8, 2023",Boston,@,Detroit,1,0,,,,1.0,1,0,0,0,3,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,23,0.7,0.22,0.22,1.0,0.0,0.0,1.0,0.5,27.0,,672391
Joel Payamps,29,0,Maj-NL,"Apr 8, 2023",Milwaukee,,St. Louis,1,0,,,,1.0,2,0,0,0,2,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,17,0.59,0.24,0.12,1.0,0.0,0.0,2.0,0.667,18.0,,606303
Wandy Peralta,31,0,Maj-AL,"Apr 8, 2023",New York,@,Baltimore,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,18,0.56,0.06,0.22,1.0,0.0,0.0,1.0,0.0,18.0,2.0,593974
Carlos P\xc3\xa9rez,32,0,Maj-AL,"Apr 8, 2023",Oakland,@,Tampa Bay,1,0,,,,1.0,2,2,2,1,0,1,0,18.0,,4,0,0,0,1,0,0,0,0,5,17,0.53,0.18,0.0,0.25,0.25,0.0,3.0,0.333,0.0,0.0,542208
Mart\xc3\xadn P\xc3\xa9rez,32,0,Maj-AL,"Apr 8, 2023",Texas,@,Chicago,1,1,,1.0,,5.0,5,3,2,0,5,1,0,3.6,52,20,1,0,0,0,0,1,1,0,20,90,0.73,0.19,0.1,0.4,0.27,0.07,1.0,0.286,9.0,,527048
Zach Pop,26,0,Maj-AL,"Apr 8, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,16,0.56,0.19,0.19,0.5,0.0,0.0,0.0,0.0,9.0,,647315
Cal Quantrill,28,0,Maj-AL,"Apr 8, 2023",Cleveland,,Seattle,1,1,,1.0,,5.0,7,3,3,1,3,0,0,5.4,43,22,1,0,0,0,0,1,0,0,23,93,0.63,0.18,0.06,0.58,0.16,0.05,1.6,0.368,5.4,3.0,615698
Jos\xc3\xa9 Quijada,27,0,Maj-AL,"Apr 8, 2023",Los Angeles,,Toronto,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,18,0.72,0.22,0.06,0.0,1.0,0.0,1.0,0.0,18.0,2.0,650671
Brooks Raley,35,0,Maj-NL,"Apr 8, 2023",New York,,Miami,1,0,,,,0.1,1,0,0,1,0,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,15,0.53,0.27,0.0,0.0,1.0,0.0,6.0,0.5,0.0,0.0,548384
Trevor Richards,30,0,Maj-AL,"Apr 8, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.85,0.08,0.38,0.67,0.0,0.0,1.0,0.333,9.0,,670950
David Robertson,38,0,Maj-NL,"Apr 8, 2023",New York,,Miami,1,0,,,1.0,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.73,0.36,0.09,1.0,0.0,0.0,0.0,0.0,9.0,,502085
Trevor Rogers,25,0,Maj-NL,"Apr 8, 2023",Miami,@,New York,1,1,,1.0,,4.2,4,3,3,2,5,1,1,5.79,47,19,0,0,0,0,0,0,0,0,22,92,0.62,0.14,0.16,0.64,0.14,0.0,1.286,0.231,9.6,2.5,669432
Michael Rucker,29,0,Maj-NL,"Apr 8, 2023",Chicago,,Texas,1,0,,,,1.0,2,1,1,0,2,0,0,9.0,,5,1,0,0,0,0,0,0,0,5,22,0.59,0.18,0.14,0.33,0.67,0.0,2.0,0.667,18.0,,621074
