Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Edward Cabrera,25,0,Maj-NL,"Apr 7, 2023",Miami,@,New York,1,1,,1.0,,2.2,0,2,2,7,4,0,0,6.75,47,8,0,0,0,0,0,1,0,0,15,85,0.55,0.15,0.06,0.5,0.0,0.0,2.625,0.0,13.5,0.57,665795
Daniel Castano,28,0,Maj-NL,"Apr 7, 2023",Miami,@,New York,1,0,,,,1.0,2,3,3,1,2,2,0,27.0,,5,0,0,0,0,0,0,0,0,6,22,0.59,0.27,0.09,0.0,0.0,0.0,3.0,0.0,18.0,2.0,641447
Miguel Castro,28,0,Maj-NL,"Apr 7, 2023",Arizona,,Los Angeles,1,0,,,,1.1,0,0,0,1,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,23,0.52,0.22,0.13,1.0,0.0,0.0,0.75,0.0,13.5,2.0,612434
Andrew Chafin,33,0,Maj-NL,"Apr 7, 2023",Arizona,,Los Angeles,1,0,,,,0.2,0,0,0,1,2,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,18,0.44,0.22,0.17,,,,1.5,,27.0,2.0,605177
Aroldis Chapman,35,0,Maj-AL,"Apr 7, 2023",Kansas City,@,San Francisco,1,0,,,,1.0,1,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.77,0.23,0.31,0.0,1.0,0.0,1.0,0.5,18.0,,547973
Jesse Chavez,39,0,Maj-NL,"Apr 7, 2023",Atlanta,,San Diego,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.8,0.4,0.2,1.0,0.0,0.0,0.0,0.0,18.0,,445926
Aaron Civale,28,0,Maj-AL,"Apr 7, 2023",Cleveland,,Seattle,1,1,,1.0,,5.2,9,4,4,1,5,0,0,6.35,39,26,3,0,0,0,0,1,0,0,27,103,0.68,0.18,0.1,0.24,0.33,0.24,1.765,0.429,7.9,5.0,650644
Alex Cobb,35,0,Maj-NL,"Apr 7, 2023",San Francisco,,Kansas City,1,1,,1.0,,7.0,7,2,2,0,6,1,0,2.57,61,27,0,0,0,2,0,1,0,0,27,97,0.75,0.2,0.11,0.57,0.24,0.05,1.0,0.3,7.7,,502171
Jimmy Cordero,31,0,Maj-AL,"Apr 7, 2023",New York,@,Baltimore,1,0,,,,0.2,1,1,1,1,0,0,0,13.5,,3,1,0,0,0,0,0,0,0,4,14,0.57,0.21,0.07,0.67,0.33,0.0,3.0,0.333,0.0,0.0,622772
Danny Coulombe,33,0,Maj-AL,"Apr 7, 2023",Baltimore,,New York,1,0,,,,0.2,0,0,0,0,1,0,0,0.0,,2,0,0,0,0,0,0,0,0,2,7,0.71,0.0,0.43,0.0,0.0,1.0,0.0,0.0,13.5,,543056
Wil Crowe,28,0,Maj-NL,"Apr 7, 2023",Pittsburgh,,Chicago,1,0,,,1.0,3.0,3,2,2,1,4,1,0,6.0,,12,1,0,0,0,0,0,0,0,13,59,0.64,0.17,0.15,0.13,0.5,0.13,1.333,0.286,12.0,4.0,640444
Xzavion Curry,24,0,Maj-AL,"Apr 7, 2023",Cleveland,,Seattle,1,0,,,,1.0,0,0,0,2,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,5,17,0.47,0.06,0.18,0.0,1.0,0.0,2.0,0.0,9.0,0.5,675540
Jake Diekman,36,0,Maj-AL,"Apr 7, 2023",Chicago,@,Pittsburgh,1,0,,1.0,,0.1,3,4,4,1,0,0,0,108.0,,4,1,0,0,0,0,0,0,0,5,25,0.48,0.16,0.0,0.75,0.25,0.0,12.0,0.75,0.0,0.0,518617
Camilo Doval,25,0,Maj-NL,"Apr 7, 2023",San Francisco,,Kansas City,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.79,0.21,0.07,0.5,0.0,0.0,0.0,0.0,9.0,,666808
Jhoan Duran,25,0,Maj-AL,"Apr 7, 2023",Minnesota,,Houston,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,19,0.63,0.21,0.26,1.0,0.0,0.0,1.0,0.0,18.0,2.0,661395
Carl Edwards Jr.,31,0,Maj-NL,"Apr 7, 2023",Washington,@,Colorado,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,13,0.69,0.31,0.0,0.0,0.33,0.0,1.0,0.333,9.0,,605218
Zach Eflin,29,0,Maj-AL,"Apr 7, 2023",Tampa Bay,,Oakland,1,1,1.0,,,6.0,9,3,3,0,7,1,0,4.5,49,25,2,0,0,1,0,1,0,0,25,82,0.73,0.23,0.12,0.56,0.22,0.0,1.5,0.471,10.5,,621107
Nathan Eovaldi,33,0,Maj-AL,"Apr 7, 2023",Texas,@,Chicago,1,1,,1.0,,5.2,5,2,2,1,6,0,0,3.18,56,20,1,0,0,2,0,1,0,0,21,89,0.63,0.24,0.07,0.57,0.43,0.0,1.059,0.357,9.5,6.0,543135
Calvin Faucher,27,0,Maj-AL,"Apr 7, 2023",Tampa Bay,,Oakland,1,0,,,,2.0,2,1,1,0,0,1,0,4.5,,7,0,0,0,1,0,0,0,0,7,24,0.75,0.33,0.0,0.57,0.0,0.0,1.0,0.167,0.0,,676534
Kyle Finnegan,31,0,Maj-NL,"Apr 7, 2023",Washington,@,Colorado,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.64,0.09,0.09,1.0,0.0,0.0,0.0,0.0,9.0,,640448
Jack Flaherty,27,0,Maj-NL,"Apr 7, 2023",St. Louis,@,Milwaukee,1,1,,1.0,,5.0,4,2,2,6,3,0,0,3.6,48,16,0,0,0,2,1,0,0,0,23,94,0.53,0.15,0.09,0.57,0.14,0.07,2.0,0.286,5.4,0.5,656427
Michael Fulmer,30,0,Maj-NL,"Apr 7, 2023",Chicago,,Texas,1,0,,,1.0,2.0,1,0,0,0,4,0,0,0.0,,7,1,0,0,0,0,0,0,0,7,28,0.64,0.25,0.14,0.33,0.33,0.33,0.5,0.333,18.0,,605242
Luis Garc\xc3\xada,36,0,Maj-NL,"Apr 7, 2023",San Diego,@,Atlanta,1,0,,,,1.1,1,0,0,1,0,0,0,0.0,,5,0,0,0,1,0,0,0,0,6,22,0.55,0.09,0.05,0.4,0.4,0.2,1.5,0.2,0.0,0.0,472610
Yimi Garc\xc3\xada,32,0,Maj-AL,"Apr 7, 2023",Toronto,@,Los Angeles,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.64,0.14,0.29,0.0,0.0,0.0,0.0,0.0,9.0,,554340
Logan Gilbert,26,0,Maj-AL,"Apr 7, 2023",Seattle,@,Cleveland,1,1,,,,4.0,6,3,3,2,6,0,0,6.75,42,17,0,0,0,0,0,1,0,0,19,81,0.6,0.15,0.07,0.45,0.27,0.09,2.0,0.546,13.5,3.0,669302
Logan Gillaspie,26,0,Maj-AL,"Apr 7, 2023",Baltimore,,New York,1,0,,,,0.1,1,1,1,1,0,0,0,27.0,,2,1,0,0,0,0,0,0,0,3,16,0.56,0.0,0.06,0.5,0.5,0.0,6.0,0.5,0.0,0.0,670810
Lucas Giolito,28,0,Maj-AL,"Apr 7, 2023",Chicago,@,Pittsburgh,1,1,,,,4.0,12,7,7,0,3,2,0,15.75,13,23,3,0,0,0,0,0,1,1,23,77,0.68,0.25,0.09,0.3,0.3,0.1,3.0,0.556,6.8,,608337
MacKenzie Gore,24,0,Maj-NL,"Apr 7, 2023",Washington,@,Colorado,1,1,1.0,,,6.0,5,2,2,2,6,1,0,3.0,58,22,0,0,0,0,0,0,0,0,24,98,0.65,0.17,0.12,0.44,0.25,0.0,1.167,0.267,9.0,3.0,669022
Trevor Gott,30,0,Maj-AL,"Apr 7, 2023",Seattle,@,Cleveland,1,0,,,,1.0,1,0,0,0,2,0,0,0.0,,4,1,0,0,0,0,0,0,0,4,17,0.65,0.35,0.18,0.0,0.5,0.0,1.0,0.5,18.0,,641627
Brusdar Graterol,24,0,Maj-NL,"Apr 7, 2023",Los Angeles,@,Arizona,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.67,0.11,0.11,1.0,0.0,0.0,0.0,0.0,9.0,,660813
Sonny Gray,33,0,Maj-AL,"Apr 7, 2023",Minnesota,,Houston,1,1,,,,7.0,4,1,1,1,13,0,0,1.29,77,24,2,0,0,0,0,0,0,0,26,98,0.62,0.2,0.15,0.25,0.42,0.08,0.714,0.364,16.7,13.0,543243
Hunter Greene,23,0,Maj-NL,"Apr 7, 2023",Cincinnati,@,Philadelphia,1,1,,,,4.2,5,2,2,3,5,0,0,3.86,48,19,3,0,0,0,0,1,0,0,22,93,0.61,0.1,0.15,0.14,0.29,0.21,1.714,0.357,9.6,1.67,668881
Josh Hader,29,0,Maj-NL,"Apr 7, 2023",San Diego,@,Atlanta,1,0,,,1.0,1.0,1,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,17,0.65,0.18,0.24,1.0,0.0,0.0,1.0,0.5,18.0,,623352
Ian Hamilton,28,0,Maj-AL,"Apr 7, 2023",New York,@,Baltimore,1,0,,,,2.0,2,1,1,0,4,0,0,4.5,,8,1,0,0,0,0,0,0,0,8,26,0.77,0.42,0.15,0.25,0.75,0.0,1.0,0.5,18.0,,641656
