Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Ryan Pressly,34,0,Maj-AL,"Apr 3, 2023",Houston,,Detroit,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.5,0.08,0.0,0.67,0.33,0.0,0.0,0.0,0.0,,519151
Jos\xc3\xa9 Quijada,27,0,Maj-AL,"Apr 3, 2023",Los Angeles,@,Seattle,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,18,0.56,0.11,0.0,0.33,0.33,0.0,0.0,0.0,0.0,,650671
Cole Ragans,25,0,Maj-AL,"Apr 3, 2023",Texas,,Baltimore,1,0,,,,1.2,0,0,0,2,2,0,0,0.0,,4,0,0,0,1,0,0,0,0,6,29,0.52,0.21,0.1,0.5,0.0,0.0,1.2,0.0,10.8,1.0,666142
Drew Rasmussen,27,0,Maj-AL,"Apr 3, 2023",Tampa Bay,@,Washington,1,1,1.0,,,6.0,2,0,0,0,7,0,0,0.0,75,20,0,0,0,0,0,0,0,0,20,66,0.76,0.2,0.12,0.54,0.15,0.0,0.333,0.154,10.5,,656876
Tyler Rogers,32,0,Maj-NL,"Apr 3, 2023",San Francisco,@,Chicago,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,8,0.88,0.13,0.13,0.67,0.33,0.0,0.0,0.0,0.0,,643511
Jos\xc3\xa9 Ruiz,28,0,Maj-AL,"Apr 3, 2023",Chicago,,San Francisco,1,0,,,,0.1,3,5,5,2,0,2,0,135.0,,4,0,0,0,0,0,0,0,0,6,30,0.53,0.03,0.03,0.25,0.25,0.0,15.0,0.5,0.0,0.0,614179
Cole Sands,25,0,Maj-AL,"Apr 3, 2023",Minnesota,@,Miami,1,0,,,,2.0,5,0,0,0,1,0,0,0.0,,10,0,0,0,1,0,0,0,0,10,28,0.68,0.14,0.11,0.67,0.22,0.0,2.5,0.556,4.5,,663485
Reiver Sanmartin,27,0,Maj-NL,"Apr 3, 2023",Cincinnati,,Chicago,1,0,,,,0.2,0,0,0,1,2,0,0,0.0,,2,0,0,0,0,0,0,0,0,3,11,0.55,0.27,0.27,,,,1.5,,27.0,2.0,665665
Dennis Santana,27,0,Maj-NL,"Apr 3, 2023",New York,@,Milwaukee,1,0,,,,1.0,0,0,0,2,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,5,28,0.57,0.11,0.07,0.0,0.0,0.0,2.0,0.0,9.0,0.5,642701
Connor Seabold,27,0,Maj-NL,"Apr 3, 2023",Colorado,@,Los Angeles,1,0,,,,3.0,5,4,4,0,4,1,1,12.0,,14,1,1,0,0,1,0,0,0,16,49,0.71,0.22,0.1,0.18,0.55,0.09,1.667,0.4,12.0,,657756
Brady Singer,26,0,Maj-AL,"Apr 3, 2023",Kansas City,,Toronto,1,1,1.0,,,5.0,2,1,1,3,3,0,0,1.8,59,16,2,0,0,1,0,0,0,0,19,76,0.59,0.2,0.09,0.62,0.31,0.0,1.0,0.154,5.4,1.0,663903
Drew Smyly,34,0,Maj-NL,"Apr 3, 2023",Chicago,@,Cincinnati,1,1,,1.0,,4.2,9,7,6,2,3,1,2,11.57,21,22,0,1,0,1,0,0,0,0,26,93,0.68,0.13,0.11,0.42,0.21,0.16,2.357,0.444,5.8,1.5,592767
Jacob Stallings,33,0,Maj-NL,"Apr 3, 2023",Miami,,Minnesota,1,0,,,,1.0,1,1,1,0,0,1,0,9.0,,4,0,0,0,0,0,0,0,0,4,13,0.62,0.23,0.0,0.25,0.0,0.0,1.0,0.0,0.0,,607732
Cole Sulser,33,0,Maj-NL,"Apr 3, 2023",Arizona,@,San Diego,1,0,,,,1.1,0,0,0,2,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,6,25,0.44,0.12,0.2,0.5,0.0,0.5,1.5,0.0,13.5,1.0,642121
Ryan Tepera,35,0,Maj-AL,"Apr 3, 2023",Los Angeles,@,Seattle,1,0,1.0,,,0.1,0,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,1,3,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,572193
Keegan Thompson,28,0,Maj-NL,"Apr 3, 2023",Chicago,@,Cincinnati,1,0,,,,3.1,1,0,0,0,3,0,0,0.0,,11,1,0,0,0,0,0,0,0,11,32,0.78,0.34,0.09,0.5,0.25,0.0,0.3,0.125,8.1,,624522
Mason Thompson,25,0,Maj-NL,"Apr 3, 2023",Washington,,Tampa Bay,1,0,,,,3.0,1,1,1,0,1,1,0,3.0,,10,0,0,0,0,0,0,0,0,10,32,0.66,0.19,0.06,0.44,0.22,0.0,0.333,0.0,3.0,,666168
Zack Thompson,25,0,Maj-NL,"Apr 3, 2023",St. Louis,,Atlanta,1,0,,,,1.2,0,0,0,1,2,0,0,0.0,,4,0,0,0,1,0,0,0,0,5,23,0.61,0.17,0.22,1.0,0.0,0.0,0.6,0.0,10.8,2.0,668868
Duane Underwood Jr.,28,0,Maj-NL,"Apr 3, 2023",Pittsburgh,@,Boston,1,0,1.0,,,1.1,1,0,0,0,1,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,19,0.58,0.05,0.05,0.25,0.0,0.25,0.75,0.25,6.8,,621249
Andrew Vasquez,29,0,Maj-NL,"Apr 3, 2023",Philadelphia,@,New York,1,0,,,,2.1,1,0,0,2,0,0,0,0.0,,8,0,0,0,0,0,0,0,0,10,30,0.6,0.27,0.0,0.5,0.0,0.0,1.286,0.125,0.0,0.0,607755
Alex Vesia,27,0,Maj-NL,"Apr 3, 2023",Los Angeles,,Colorado,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,14,0.64,0.14,0.21,0.67,0.0,0.33,1.0,0.333,9.0,,681911
Taijuan Walker,30,0,Maj-NL,"Apr 3, 2023",Philadelphia,@,New York,1,1,,1.0,,4.1,4,4,4,3,5,1,0,8.31,41,17,0,1,0,0,0,1,0,0,20,87,0.57,0.16,0.11,0.75,0.08,0.0,1.615,0.273,10.4,1.67,592836
Ryan Weathers,23,0,Maj-NL,"Apr 3, 2023",San Diego,,Arizona,1,1,,,,5.0,5,2,2,1,2,0,0,3.6,50,19,1,0,0,1,0,0,0,0,20,90,0.6,0.16,0.11,0.35,0.29,0.24,1.2,0.294,3.6,2.0,677960
Tyler Wells,28,0,Maj-AL,"Apr 3, 2023",Baltimore,@,Texas,1,0,,,,5.0,0,0,0,0,2,0,0,0.0,,16,0,0,0,0,0,0,0,0,16,47,0.7,0.17,0.09,0.43,0.07,0.0,0.0,0.0,3.6,,669330
Trevor Williams,31,0,Maj-NL,"Apr 3, 2023",Washington,,Tampa Bay,1,1,,1.0,,5.0,6,4,3,1,3,2,0,5.4,43,20,0,0,0,0,1,1,0,0,22,93,0.63,0.12,0.09,0.5,0.0,0.17,1.4,0.25,5.4,3.0,592866
Bryse Wilson,25,0,Maj-NL,"Apr 3, 2023",Milwaukee,,New York,1,0,,,1.0,3.0,1,0,0,3,2,0,1,0.0,,10,0,0,0,0,0,0,0,0,14,51,0.51,0.08,0.06,0.25,0.38,0.13,1.333,0.125,6.0,0.67,669060
Steven Wilson,28,0,Maj-NL,"Apr 3, 2023",San Diego,,Arizona,1,0,,,,1.1,1,1,1,0,3,1,0,6.75,,5,0,0,0,0,0,0,0,0,5,18,0.72,0.17,0.28,0.0,0.0,0.5,0.75,0.0,20.3,,621051
Trey Wingenter,29,0,Maj-AL,"Apr 3, 2023",Detroit,@,Houston,1,0,1.0,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,10,0.9,0.2,0.2,0.5,0.0,0.0,0.0,0.0,9.0,,622259
Jake Woodford,26,0,Maj-NL,"Apr 3, 2023",St. Louis,,Atlanta,1,1,,1.0,,4.1,7,6,6,3,3,3,0,12.46,25,19,1,0,0,0,0,0,1,0,22,95,0.58,0.17,0.07,0.38,0.25,0.0,2.308,0.308,6.2,1.0,663765
Ryan Yarbrough,31,0,Maj-AL,"Apr 3, 2023",Kansas City,,Toronto,1,0,,,,1.1,5,2,2,1,2,0,0,13.5,,9,0,0,0,0,0,1,0,0,10,53,0.64,0.09,0.11,0.14,0.86,0.0,4.5,0.714,13.5,2.0,642232
Alex Young,29,0,Maj-NL,"Apr 3, 2023",Cincinnati,,Chicago,1,0,,,,0.1,1,0,0,0,1,0,0,0.0,,2,1,0,0,0,0,0,0,0,2,6,0.67,0.17,0.33,0.0,1.0,0.0,3.0,1.0,27.0,,622065
Rob Zastryzny,31,0,Maj-NL,"Apr 3, 2023",Pittsburgh,@,Boston,1,0,,,,0.2,1,1,1,1,2,0,0,13.5,,3,0,0,0,0,0,0,0,0,4,19,0.63,0.32,0.11,0.0,1.0,0.0,3.0,1.0,27.0,2.0,642239
