Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Sean Manaea,31,0,Maj-NL,"Apr 3, 2023",San Francisco,@,Chicago,1,0,,,,2.0,2,3,3,2,1,1,0,13.5,,8,1,0,0,0,0,0,0,0,10,37,0.57,0.05,0.05,0.71,0.0,0.0,2.0,0.167,4.5,0.5,640455
Yunior Marte,28,0,Maj-NL,"Apr 3, 2023",Philadelphia,@,New York,1,0,,,,0.1,3,4,4,3,1,1,0,108.0,,4,1,0,0,0,0,0,0,0,7,31,0.48,0.29,0.06,0.0,0.67,0.0,18.0,1.0,27.0,0.33,628708
Phil Maton,30,0,Maj-AL,"Apr 3, 2023",Houston,,Detroit,1,0,,,,0.1,0,0,0,1,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,2,8,0.5,0.13,0.13,0.0,0.0,1.0,3.0,0.0,0.0,0.0,664208
Trevor May,33,0,Maj-AL,"Apr 3, 2023",Oakland,,Cleveland,1,0,,1.0,,1.0,2,2,1,1,1,0,0,9.0,,5,0,0,1,0,0,1,0,0,6,29,0.62,0.14,0.17,0.5,0.25,0.25,3.0,0.5,9.0,1.0,543507
Scott McGough,33,0,Maj-NL,"Apr 3, 2023",Arizona,@,San Diego,1,0,,1.0,,0.0,2,2,2,0,0,2,0,inf,,2,0,0,0,0,0,0,0,0,2,7,0.57,0.29,0.0,0.0,0.0,0.0,,,,,543518
Collin McHugh,36,0,Maj-NL,"Apr 3, 2023",Atlanta,@,St. Louis,1,0,,,,1.0,1,0,0,1,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,23,0.57,0.13,0.09,0.33,0.33,0.33,2.0,0.333,9.0,1.0,543521
Shelby Miller,32,0,Maj-NL,"Apr 3, 2023",Los Angeles,,Colorado,1,0,,,,2.0,0,0,0,1,3,0,0,0.0,,6,0,0,0,0,0,0,0,0,7,38,0.63,0.08,0.24,0.0,0.0,0.0,0.5,0.0,13.5,3.0,571946
A.J. Minter,29,0,Maj-NL,"Apr 3, 2023",Atlanta,@,St. Louis,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,19,0.68,0.11,0.05,0.0,0.5,0.0,1.0,0.25,0.0,,621345
Sam Moll,31,0,Maj-AL,"Apr 3, 2023",Oakland,,Cleveland,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,22,0.55,0.14,0.0,0.5,0.0,0.0,1.0,0.0,9.0,1.0,594580
Rafael Montero,32,0,Maj-AL,"Apr 3, 2023",Houston,,Detroit,1,0,,,,1.0,1,0,0,0,2,0,0,0.0,,4,0,0,0,0,0,0,0,0,4,17,0.76,0.18,0.24,1.0,0.0,0.0,1.0,0.5,18.0,,606160
Matt Moore,34,0,Maj-AL,"Apr 3, 2023",Los Angeles,@,Seattle,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,11,0.55,0.0,0.18,0.5,0.5,0.0,0.0,0.0,9.0,,519043
Dauri Moreta,27,0,Maj-NL,"Apr 3, 2023",Pittsburgh,@,Boston,1,0,,,,0.1,0,0,0,1,1,0,0,0.0,,1,0,0,0,0,0,0,0,0,2,10,0.6,0.0,0.3,,,,3.0,,27.0,1.0,664294
Eli Morgan,27,0,Maj-AL,"Apr 3, 2023",Cleveland,@,Oakland,1,0,,,1.0,1.0,1,1,0,0,1,0,0,0.0,,4,1,0,0,0,0,0,0,0,4,17,0.76,0.06,0.29,0.67,0.0,0.0,1.0,0.333,9.0,,669212
Charlie Morton,39,0,Maj-NL,"Apr 3, 2023",Atlanta,@,St. Louis,1,1,1.0,,,5.1,9,3,3,2,1,0,0,5.06,37,25,0,0,0,0,0,0,0,0,27,83,0.64,0.12,0.06,0.5,0.21,0.0,2.063,0.375,1.7,0.5,450203
Penn Murfee,29,0,Maj-AL,"Apr 3, 2023",Seattle,,Los Angeles,1,0,,,,1.2,0,0,0,0,1,0,0,0.0,,5,0,0,0,0,0,0,0,0,5,19,0.58,0.16,0.05,0.75,0.0,0.0,0.0,0.0,5.4,,682171
Andrew Nardi,24,0,Maj-NL,"Apr 3, 2023",Miami,,Minnesota,1,0,,,,1.0,2,2,2,0,1,1,0,18.0,,5,0,0,0,0,0,0,0,0,5,20,0.7,0.15,0.1,0.25,0.25,0.0,2.0,0.333,9.0,,677053
Packy Naughton,27,0,Maj-NL,"Apr 3, 2023",St. Louis,,Atlanta,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,12,0.75,0.25,0.17,1.0,0.0,0.0,0.0,0.0,18.0,,676050
Ryne Nelson,25,0,Maj-NL,"Apr 3, 2023",Arizona,@,San Diego,1,1,,,,5.0,6,3,3,3,3,1,0,5.4,43,20,2,0,0,1,0,0,0,0,23,97,0.61,0.15,0.11,0.41,0.24,0.18,1.8,0.313,5.4,1.0,669194
Hector Neris,34,0,Maj-AL,"Apr 3, 2023",Houston,,Detroit,1,0,,1.0,,2.0,1,2,1,0,1,1,0,4.5,,7,0,0,0,0,0,0,0,0,7,20,0.75,0.1,0.15,0.67,0.0,0.17,0.5,0.0,4.5,,593576
Kaleb Ort,31,0,Maj-AL,"Apr 3, 2023",Boston,,Pittsburgh,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,14,0.64,0.36,0.0,0.33,0.0,0.33,0.0,0.0,0.0,,672391
Connor Overton,29,0,Maj-NL,"Apr 3, 2023",Cincinnati,,Chicago,1,1,,,,4.0,8,5,5,1,5,1,0,11.25,30,20,1,0,0,0,0,0,0,0,21,80,0.7,0.19,0.14,0.47,0.27,0.07,2.25,0.5,11.3,5.0,656818
Johan Oviedo,25,0,Maj-NL,"Apr 3, 2023",Pittsburgh,@,Boston,1,1,,,,4.2,6,5,4,4,4,3,0,7.71,34,21,1,0,1,0,0,0,0,0,25,94,0.57,0.14,0.11,0.53,0.06,0.0,2.143,0.214,7.7,1.0,670912
Freddy Peralta,27,0,Maj-NL,"Apr 3, 2023",Milwaukee,,New York,1,1,1.0,,,6.0,2,0,0,3,7,0,0,0.0,72,19,0,0,0,0,0,0,0,0,22,85,0.6,0.19,0.13,0.5,0.08,0.17,0.833,0.167,10.5,2.33,642547
Zach Plesac,28,0,Maj-AL,"Apr 3, 2023",Cleveland,@,Oakland,1,1,,,,1.0,7,6,6,1,1,1,0,54.0,15,10,1,0,0,0,0,0,0,0,11,53,0.66,0.09,0.11,0.44,0.22,0.11,8.0,0.75,9.0,1.0,668676
Zach Pop,26,0,Maj-AL,"Apr 3, 2023",Toronto,@,Kansas City,1,0,,,,1.1,1,1,1,0,2,1,0,6.75,,5,0,0,0,0,0,0,0,0,5,18,0.67,0.06,0.33,0.67,0.0,0.0,0.75,0.0,13.5,,647315
